RESTID;CUISINE;ITEMNAME;ITEMID;CATEGORY;PRICE
RE10277;Hot_Dogs;Polish Hot Dog;IT1027702;Main Course;13
RE10277;Hot_Dogs;Chili Dog;IT1027703;Main Course;11
RE10277;Hot_Dogs;Hawaiian ;IT1027704;Main Course;10
RE10277;Hot_Dogs;Bratwurst;IT1027705;Main Course;19
RE10278;Mexican;Fire Burrito;IT1027801;Main Course;28
RE10278;Mexican;Chilli Tacos;IT1027802;Main Course;22
RE10278;Mexican;Chicken Quasedillas;IT1027803;Main Course;20
RE10278;Mexican;Grilled Pork;IT1027804;Main Course;14
RE10278;Mexican;Pork Burritos;IT1027805;Main Course;10
RE10279;Mexican;Fire Burrito;IT1027901;Main Course;16
RE10279;Mexican;Chilli Tacos;IT1027902;Main Course;19
RE10279;Mexican;Chicken Quasedillas;IT1027903;Main Course;25
RE10279;Mexican;Grilled Pork;IT1027904;Main Course;29
RE10279;Mexican;Pork Burritos;IT1027905;Main Course;10
RE10280;Mexican;Fire Burrito;IT1028001;Main Course;24
RE10280;Mexican;Chilli Tacos;IT1028002;Main Course;21
RE10280;Mexican;Chicken Quasedillas;IT1028003;Main Course;29
RE10280;Mexican;Grilled Pork;IT1028004;Main Course;15
RE10280;Mexican;Pork Burritos;IT1028005;Main Course;21
RE10281;American;Artichoke Salad;IT1028101;Starter;11
RE10281;American;Cobb Salad;IT1028102;Starter;11
RE10281;American;Grilled Salmon;IT1028103;Main Course;25
RE10281;American;New York Steak;IT1028104;Main Course;22
RE10281;American;Turkey Sandwich;IT1028105;Main Course;19
RE10282;American;Artichoke Salad;IT1028201;Starter;7
RE10282;American;Cobb Salad;IT1028202;Starter;5
RE10282;American;Grilled Salmon;IT1028203;Main Course;19
RE10282;American;New York Steak;IT1028204;Main Course;21
RE10282;American;Turkey Sandwich;IT1028205;Main Course;16
RE10283;African;Beef Tenderloin Tips;IT1028301;Main Course;15
RE10283;African;South African Bobotie;IT1028302;Main Course;28
RE10283;African;Braai;IT1028303;Main Course;24
RE10283;African;Tiramisu;IT1028304;Dessert;12
RE10283;African;Soda;IT1028305;Drink;6
RE10284;Bar_Pub_Brewery;Draft beer;IT1028401;Drink;5
RE10284;Bar_Pub_Brewery;Special Beer;IT1028402;Drink;9
RE10284;Bar_Pub_Brewery;Bottled Beer;IT1028403;Drink;5
RE10284;Bar_Pub_Brewery;Imported Beer;IT1028404;Drink;6
RE10284;Bar_Pub_Brewery;Family Pack;IT1028405;Drink;9
RE10285;Breakfast-Brunch;English Breakfast;IT1028501;Main Course;19
RE10285;Breakfast-Brunch;Continental Breakfast;IT1028502;Main Course;21
RE10285;Breakfast-Brunch;Farm Fresh Breakfast;IT1028503;Main Course;27
RE10285;Breakfast-Brunch;Double Espresso;IT1028504;Drink;5
RE10285;Breakfast-Brunch;Strawberry Smoothie;IT1028505;Drink;5
RE10286;Mexican;Fire Burrito;IT1028601;Main Course;24
RE10286;Mexican;Chilli Tacos;IT1028602;Main Course;26
RE10286;Mexican;Chicken Quasedillas;IT1028603;Main Course;20
RE10286;Mexican;Grilled Pork;IT1028604;Main Course;21
RE10286;Mexican;Pork Burritos;IT1028605;Main Course;16
RE10287;American;Artichoke Salad;IT1028701;Starter;11
RE10287;American;Cobb Salad;IT1028702;Starter;14
RE10287;American;Grilled Salmon;IT1028703;Main Course;20
RE10287;American;New York Steak;IT1028704;Main Course;13
RE10287;American;Turkey Sandwich;IT1028705;Main Course;24
RE10288;Mexican;Fire Burrito;IT1028801;Main Course;11
RE10288;Mexican;Chilli Tacos;IT1028802;Main Course;13
RE10288;Mexican;Chicken Quasedillas;IT1028803;Main Course;15
RE10288;Mexican;Grilled Pork;IT1028804;Main Course;16
RE10288;Mexican;Pork Burritos;IT1028805;Main Course;25
RE10289;Mexican;Fire Burrito;IT1028901;Main Course;21
RE10289;Mexican;Chilli Tacos;IT1028902;Main Course;13
RE10289;Mexican;Chicken Quasedillas;IT1028903;Main Course;19
RE10289;Mexican;Grilled Pork;IT1028904;Main Course;19
RE10289;Mexican;Pork Burritos;IT1028905;Main Course;10
RE10290;Mexican;Fire Burrito;IT1029001;Main Course;21
RE10290;Mexican;Chilli Tacos;IT1029002;Main Course;23
RE10290;Mexican;Chicken Quasedillas;IT1029003;Main Course;17
RE10290;Mexican;Grilled Pork;IT1029004;Main Course;23
RE10290;Mexican;Pork Burritos;IT1029005;Main Course;20
RE10291;Mexican;Fire Burrito;IT1029101;Main Course;10
RE10291;Mexican;Chilli Tacos;IT1029102;Main Course;22
RE10291;Mexican;Chicken Quasedillas;IT1029103;Main Course;24
RE10291;Mexican;Grilled Pork;IT1029104;Main Course;15
RE10291;Mexican;Pork Burritos;IT1029105;Main Course;23
RE10292;Mexican;Fire Burrito;IT1029201;Main Course;26
RE10292;Mexican;Chilli Tacos;IT1029202;Main Course;23
RE10292;Mexican;Chicken Quasedillas;IT1029203;Main Course;29
RE10292;Mexican;Grilled Pork;IT1029204;Main Course;25
RE10292;Mexican;Pork Burritos;IT1029205;Main Course;17
RE10293;Mexican;Fire Burrito;IT1029301;Main Course;17
RE10293;Mexican;Chilli Tacos;IT1029302;Main Course;23
RE10293;Mexican;Chicken Quasedillas;IT1029303;Main Course;28
RE10293;Mexican;Grilled Pork;IT1029304;Main Course;29
RE10293;Mexican;Pork Burritos;IT1029305;Main Course;25
RE10294;Mexican;Fire Burrito;IT1029401;Main Course;15
RE10294;Mexican;Chilli Tacos;IT1029402;Main Course;26
RE10294;Mexican;Chicken Quasedillas;IT1029403;Main Course;20
RE10294;Mexican;Grilled Pork;IT1029404;Main Course;28
RE10294;Mexican;Pork Burritos;IT1029405;Main Course;23
RE10295;Mexican;Fire Burrito;IT1029501;Main Course;22
RE10295;Mexican;Chilli Tacos;IT1029502;Main Course;27
RE10295;Mexican;Chicken Quasedillas;IT1029503;Main Course;11
RE10295;Mexican;Grilled Pork;IT1029504;Main Course;14
RE10295;Mexican;Pork Burritos;IT1029505;Main Course;13
RE10296;Burgers;Chicken Burger;IT1029601;Main Course;16
RE10296;Burgers;Hamburger;IT1029602;Main Course;13
RE10296;Burgers;Beef Burger;IT1029603;Main Course;14
RE10296;Burgers;Mixed Burger;IT1029604;Main Course;15
RE10296;Burgers;Soda;IT1029605;Drink;6
RE10297;Mexican;Fire Burrito;IT1029701;Main Course;14
RE10297;Mexican;Chilli Tacos;IT1029702;Main Course;15
RE10297;Mexican;Chicken Quasedillas;IT1029703;Main Course;27
RE10297;Mexican;Grilled Pork;IT1029704;Main Course;24
RE10297;Mexican;Pork Burritos;IT1029705;Main Course;11
RE10298;Mexican;Fire Burrito;IT1029801;Main Course;19
RE10298;Mexican;Chilli Tacos;IT1029802;Main Course;19
RE10298;Mexican;Chicken Quasedillas;IT1029803;Main Course;24
RE10298;Mexican;Grilled Pork;IT1029804;Main Course;22
RE10298;Mexican;Pork Burritos;IT1029805;Main Course;18
RE10299;Bar;Strawberry Daiquiri;IT1029901;Drink;7
RE10299;Bar;Tequila Sunrise;IT1029902;Drink;6
RE10299;Bar;Beer;IT1029903;Drink;5
RE10299;Bar;Red Wine;IT1029904;Drink;6
RE10299;Bar;White Wine;IT1029905;Drink;5
RE10300;Mexican;Fire Burrito;IT1030001;Main Course;17
RE10300;Mexican;Chilli Tacos;IT1030002;Main Course;27
RE10300;Mexican;Chicken Quasedillas;IT1030003;Main Course;20
RE10300;Mexican;Grilled Pork;IT1030004;Main Course;25
RE10300;Mexican;Pork Burritos;IT1030005;Main Course;26
RE10301;Mexican;Fire Burrito;IT1030101;Main Course;15
RE10301;Mexican;Chilli Tacos;IT1030102;Main Course;27
RE10301;Mexican;Chicken Quasedillas;IT1030103;Main Course;10
RE10301;Mexican;Grilled Pork;IT1030104;Main Course;15
RE10301;Mexican;Pork Burritos;IT1030105;Main Course;24
RE10302;Mexican;Fire Burrito;IT1030201;Main Course;14
RE10302;Mexican;Chilli Tacos;IT1030202;Main Course;13
RE10302;Mexican;Chicken Quasedillas;IT1030203;Main Course;13
RE10302;Mexican;Grilled Pork;IT1030204;Main Course;22
RE10302;Mexican;Pork Burritos;IT1030205;Main Course;27
RE10303;American;Artichoke Salad;IT1030301;Starter;10
RE10303;American;Cobb Salad;IT1030302;Starter;12
RE10303;American;Grilled Salmon;IT1030303;Main Course;15
RE10303;American;New York Steak;IT1030304;Main Course;14
RE10303;American;Turkey Sandwich;IT1030305;Main Course;21
RE10304;Mexican;Fire Burrito;IT1030401;Main Course;26
RE10304;Mexican;Chilli Tacos;IT1030402;Main Course;19
RE10304;Mexican;Chicken Quasedillas;IT1030403;Main Course;13
RE10304;Mexican;Grilled Pork;IT1030404;Main Course;20
RE10304;Mexican;Pork Burritos;IT1030405;Main Course;12
RE10305;Mexican;Fire Burrito;IT1030501;Main Course;29
RE10305;Mexican;Chilli Tacos;IT1030502;Main Course;12
RE10305;Mexican;Chicken Quasedillas;IT1030503;Main Course;27
RE10305;Mexican;Grilled Pork;IT1030504;Main Course;10
RE10305;Mexican;Pork Burritos;IT1030505;Main Course;20
RE10306;Mexican;Fire Burrito;IT1030601;Main Course;28
RE10306;Mexican;Chilli Tacos;IT1030602;Main Course;29
RE10306;Mexican;Chicken Quasedillas;IT1030603;Main Course;10
RE10306;Mexican;Grilled Pork;IT1030604;Main Course;22
RE10306;Mexican;Pork Burritos;IT1030605;Main Course;28
RE10307;Mexican;Fire Burrito;IT1030701;Main Course;25
RE10307;Mexican;Chilli Tacos;IT1030702;Main Course;20
RE10307;Mexican;Chicken Quasedillas;IT1030703;Main Course;20
RE10307;Mexican;Grilled Pork;IT1030704;Main Course;15
RE10307;Mexican;Pork Burritos;IT1030705;Main Course;16
RE10308;Mexican;Fire Burrito;IT1030801;Main Course;18
RE10308;Mexican;Chilli Tacos;IT1030802;Main Course;17
RE10308;Mexican;Chicken Quasedillas;IT1030803;Main Course;12
RE10308;Mexican;Grilled Pork;IT1030804;Main Course;22
RE10308;Mexican;Pork Burritos;IT1030805;Main Course;26
RE10309;Mexican;Fire Burrito;IT1030901;Main Course;10
RE10309;Mexican;Chilli Tacos;IT1030902;Main Course;17
RE10309;Mexican;Chicken Quasedillas;IT1030903;Main Course;15
RE10309;Mexican;Grilled Pork;IT1030904;Main Course;18
RE10309;Mexican;Pork Burritos;IT1030905;Main Course;24
RE10310;Mexican;Fire Burrito;IT1031001;Main Course;16
RE10310;Mexican;Chilli Tacos;IT1031002;Main Course;10
RE10310;Mexican;Chicken Quasedillas;IT1031003;Main Course;22
RE10310;Mexican;Grilled Pork;IT1031004;Main Course;15
RE10310;Mexican;Pork Burritos;IT1031005;Main Course;23
RE10311;Pizzeria;Margherita;IT1031101;Main Course;13
RE10311;Pizzeria;Fungi;IT1031102;Main Course;14
RE10311;Pizzeria;Salami;IT1031103;Main Course;12
RE10311;Pizzeria;Mexican;IT1031104;Main Course;28
RE10311;Pizzeria;Vegetarian;IT1031105;Main Course;11
RE10312;Family;Stuffed Breadsticks;IT1031201;Starter;12
RE10312;Family;Garlic Bread;IT1031202;Starter;14
RE10312;Family;Sweet Corn Soup;IT1031203;Starter;9
RE10312;Family;Beef Burger;IT1031204;Main Course;14
RE10312;Family;Soda;IT1031205;Drink;6
RE10313;Cafeteria;Popcorn Chicken;IT1031301;Starter;9
RE10313;Cafeteria;Club Mix;IT1031302;Main Course;27
RE10313;Cafeteria;Classic Cheese Pizza;IT1031303;Main Course;29
RE10313;Cafeteria;Frozen Fruit Cup;IT1031304;Dessert;6
RE10313;Cafeteria;Milkshake;IT1031305;Drink;5
RE10314;Bar;Strawberry Daiquiri;IT1031401;Drink;7
RE10314;Bar;Tequila Sunrise;IT1031402;Drink;6
RE10314;Bar;Beer;IT1031403;Drink;5
RE10314;Bar;Red Wine;IT1031404;Drink;6
RE10314;Bar;White Wine;IT1031405;Drink;8
RE10315;Mexican;Fire Burrito;IT1031501;Main Course;28
RE10315;Mexican;Chilli Tacos;IT1031502;Main Course;11
RE10315;Mexican;Chicken Quasedillas;IT1031503;Main Course;23
RE10315;Mexican;Grilled Pork;IT1031504;Main Course;25
RE10315;Mexican;Pork Burritos;IT1031505;Main Course;14
RE10316;Mexican;Fire Burrito;IT1031601;Main Course;11
RE10316;Mexican;Chilli Tacos;IT1031602;Main Course;16
RE10316;Mexican;Chicken Quasedillas;IT1031603;Main Course;14
RE10316;Mexican;Grilled Pork;IT1031604;Main Course;18
RE10316;Mexican;Pork Burritos;IT1031605;Main Course;22
RE10317;Mexican;Fire Burrito;IT1031701;Main Course;27
RE10317;Mexican;Chilli Tacos;IT1031702;Main Course;14
RE10317;Mexican;Chicken Quasedillas;IT1031703;Main Course;10
RE10317;Mexican;Grilled Pork;IT1031704;Main Course;11
RE10317;Mexican;Pork Burritos;IT1031705;Main Course;11
RE10318;American;Artichoke Salad;IT1031801;Starter;14
RE10318;American;Cobb Salad;IT1031802;Starter;10
RE10318;American;Grilled Salmon;IT1031803;Main Course;22
RE10318;American;New York Steak;IT1031804;Main Course;24
RE10318;American;Turkey Sandwich;IT1031805;Main Course;12
RE10319;Mexican;Fire Burrito;IT1031901;Main Course;18
RE10319;Mexican;Chilli Tacos;IT1031902;Main Course;19
RE10319;Mexican;Chicken Quasedillas;IT1031903;Main Course;13
RE10319;Mexican;Grilled Pork;IT1031904;Main Course;25
RE10319;Mexican;Pork Burritos;IT1031905;Main Course;27
RE10320;American;Artichoke Salad;IT1032001;Starter;8
RE10320;American;Cobb Salad;IT1032002;Starter;11
RE10320;American;Grilled Salmon;IT1032003;Main Course;29
RE10320;American;New York Steak;IT1032004;Main Course;20
RE10320;American;Turkey Sandwich;IT1032005;Main Course;23
RE10321;Mexican;Fire Burrito;IT1032101;Main Course;17
RE10321;Mexican;Chilli Tacos;IT1032102;Main Course;28
RE10321;Mexican;Chicken Quasedillas;IT1032103;Main Course;19
RE10321;Mexican;Grilled Pork;IT1032104;Main Course;14
RE10321;Mexican;Pork Burritos;IT1032105;Main Course;11
RE10322;Mexican;Fire Burrito;IT1032201;Main Course;20
RE10322;Mexican;Chilli Tacos;IT1032202;Main Course;15
RE10322;Mexican;Chicken Quasedillas;IT1032203;Main Course;18
RE10322;Mexican;Grilled Pork;IT1032204;Main Course;17
RE10322;Mexican;Pork Burritos;IT1032205;Main Course;13
RE10323;Mexican;Fire Burrito;IT1032301;Main Course;26
RE10323;Mexican;Chilli Tacos;IT1032302;Main Course;18
RE10323;Mexican;Chicken Quasedillas;IT1032303;Main Course;16
RE10323;Mexican;Grilled Pork;IT1032304;Main Course;11
RE10323;Mexican;Pork Burritos;IT1032305;Main Course;17
RE10324;Mexican;Fire Burrito;IT1032401;Main Course;13
RE10324;Mexican;Chilli Tacos;IT1032402;Main Course;12
RE10324;Mexican;Chicken Quasedillas;IT1032403;Main Course;17
RE10324;Mexican;Grilled Pork;IT1032404;Main Course;28
RE10324;Mexican;Pork Burritos;IT1032405;Main Course;28
RE10325;Mexican;Fire Burrito;IT1032501;Main Course;21
RE10325;Mexican;Chilli Tacos;IT1032502;Main Course;16
RE10325;Mexican;Chicken Quasedillas;IT1032503;Main Course;11
RE10325;Mexican;Grilled Pork;IT1032504;Main Course;12
RE10325;Mexican;Pork Burritos;IT1032505;Main Course;10
RE10326;Mexican;Fire Burrito;IT1032601;Main Course;14
RE10326;Mexican;Chilli Tacos;IT1032602;Main Course;17
RE10326;Mexican;Chicken Quasedillas;IT1032603;Main Course;18
RE10326;Mexican;Grilled Pork;IT1032604;Main Course;10
RE10326;Mexican;Pork Burritos;IT1032605;Main Course;24
RE10327;Mexican;Fire Burrito;IT1032701;Main Course;27
RE10327;Mexican;Chilli Tacos;IT1032702;Main Course;14
RE10327;Mexican;Chicken Quasedillas;IT1032703;Main Course;26
RE10327;Mexican;Grilled Pork;IT1032704;Main Course;27
RE10327;Mexican;Pork Burritos;IT1032705;Main Course;15
RE10328;Mexican;Fire Burrito;IT1032801;Main Course;21
RE10328;Mexican;Chilli Tacos;IT1032802;Main Course;17
RE10328;Mexican;Chicken Quasedillas;IT1032803;Main Course;29
RE10328;Mexican;Grilled Pork;IT1032804;Main Course;10
RE10328;Mexican;Pork Burritos;IT1032805;Main Course;11
RE10329;Mexican;Fire Burrito;IT1032901;Main Course;10
RE10329;Mexican;Chilli Tacos;IT1032902;Main Course;21
RE10329;Mexican;Chicken Quasedillas;IT1032903;Main Course;15
RE10329;Mexican;Grilled Pork;IT1032904;Main Course;26
RE10329;Mexican;Pork Burritos;IT1032905;Main Course;28
RE10330;Mexican;Fire Burrito;IT1033001;Main Course;25
RE10330;Mexican;Chilli Tacos;IT1033002;Main Course;24
RE10330;Mexican;Chicken Quasedillas;IT1033003;Main Course;18
RE10330;Mexican;Grilled Pork;IT1033004;Main Course;14
RE10330;Mexican;Pork Burritos;IT1033005;Main Course;24
RE10331;Mexican;Fire Burrito;IT1033101;Main Course;10
RE10331;Mexican;Chilli Tacos;IT1033102;Main Course;25
RE10331;Mexican;Chicken Quasedillas;IT1033103;Main Course;26
RE10331;Mexican;Grilled Pork;IT1033104;Main Course;29
RE10331;Mexican;Pork Burritos;IT1033105;Main Course;23
RE10332;Mexican;Fire Burrito;IT1033201;Main Course;28
RE10332;Mexican;Chilli Tacos;IT1033202;Main Course;17
RE10332;Mexican;Chicken Quasedillas;IT1033203;Main Course;21
RE10332;Mexican;Grilled Pork;IT1033204;Main Course;18
RE10332;Mexican;Pork Burritos;IT1033205;Main Course;28
RE10333;Mexican;Fire Burrito;IT1033301;Main Course;22
RE10333;Mexican;Chilli Tacos;IT1033302;Main Course;25
RE10333;Mexican;Chicken Quasedillas;IT1033303;Main Course;12
RE10333;Mexican;Grilled Pork;IT1033304;Main Course;14
RE10333;Mexican;Pork Burritos;IT1033305;Main Course;14
RE10335;Mexican;Fire Burrito;IT1033501;Main Course;23
RE10335;Mexican;Chilli Tacos;IT1033502;Main Course;14
RE10335;Mexican;Chicken Quasedillas;IT1033503;Main Course;19
RE10335;Mexican;Grilled Pork;IT1033504;Main Course;14
RE10335;Mexican;Pork Burritos;IT1033505;Main Course;18
RE10336;Mexican;Fire Burrito;IT1033601;Main Course;29
RE10336;Mexican;Chilli Tacos;IT1033602;Main Course;10
RE10336;Mexican;Chicken Quasedillas;IT1033603;Main Course;25
RE10336;Mexican;Grilled Pork;IT1033604;Main Course;20
RE10336;Mexican;Pork Burritos;IT1033605;Main Course;20
RE10337;Mexican;Fire Burrito;IT1033701;Main Course;22
RE10337;Mexican;Chilli Tacos;IT1033702;Main Course;24
RE10337;Mexican;Chicken Quasedillas;IT1033703;Main Course;12
RE10337;Mexican;Grilled Pork;IT1033704;Main Course;17
RE10337;Mexican;Pork Burritos;IT1033705;Main Course;27
RE10338;Mexican;Fire Burrito;IT1033801;Main Course;11
RE10338;Mexican;Chilli Tacos;IT1033802;Main Course;10
RE10338;Mexican;Chicken Quasedillas;IT1033803;Main Course;21
RE10338;Mexican;Grilled Pork;IT1033804;Main Course;18
RE10338;Mexican;Pork Burritos;IT1033805;Main Course;24
RE10339;Mexican;Fire Burrito;IT1033901;Main Course;14
RE10339;Mexican;Chilli Tacos;IT1033902;Main Course;23
RE10339;Mexican;Chicken Quasedillas;IT1033903;Main Course;27
RE10339;Mexican;Grilled Pork;IT1033904;Main Course;18
RE10339;Mexican;Pork Burritos;IT1033905;Main Course;26
RE10340;Mexican;Fire Burrito;IT1034001;Main Course;13
RE10340;Mexican;Chilli Tacos;IT1034002;Main Course;13
RE10340;Mexican;Chicken Quasedillas;IT1034003;Main Course;26
RE10340;Mexican;Grilled Pork;IT1034004;Main Course;21
RE10340;Mexican;Pork Burritos;IT1034005;Main Course;13
RE10341;Mexican;Fire Burrito;IT1034101;Main Course;16
RE10341;Mexican;Chilli Tacos;IT1034102;Main Course;28
RE10341;Mexican;Chicken Quasedillas;IT1034103;Main Course;10
RE10341;Mexican;Grilled Pork;IT1034104;Main Course;16
RE10341;Mexican;Pork Burritos;IT1034105;Main Course;16
RE10342;Chinese;Lobster Cantonese;IT1034201;Main Course;18
RE10342;Chinese;Pork Chow Mein;IT1034202;Main Course;27
RE10342;Chinese;Chicken Chop Suey;IT1034203;Starter;9
RE10342;Chinese;Egg Flower Soup;IT1034204;Starter;7
RE10342;Chinese;Fried Shrimp;IT1034205;Starter;10
RE10343;Mexican;Fire Burrito;IT1034301;Main Course;24
RE10343;Mexican;Chilli Tacos;IT1034302;Main Course;28
RE10343;Mexican;Chicken Quasedillas;IT1034303;Main Course;12
RE10343;Mexican;Grilled Pork;IT1034304;Main Course;19
RE10343;Mexican;Pork Burritos;IT1034305;Main Course;22
RE10344;Mexican;Fire Burrito;IT1034401;Main Course;10
RE10344;Mexican;Chilli Tacos;IT1034402;Main Course;15
RE10344;Mexican;Chicken Quasedillas;IT1034403;Main Course;14
RE10344;Mexican;Grilled Pork;IT1034404;Main Course;24
RE10344;Mexican;Pork Burritos;IT1034405;Main Course;11
RE10345;Mexican;Fire Burrito;IT1034501;Main Course;17
RE10345;Mexican;Chilli Tacos;IT1034502;Main Course;13
RE10345;Mexican;Chicken Quasedillas;IT1034503;Main Course;24
RE10345;Mexican;Grilled Pork;IT1034504;Main Course;27
RE10345;Mexican;Pork Burritos;IT1034505;Main Course;13
RE10346;Afghan;Ghabuli with Shamie Kebab;IT1034601;Main Course;24
RE10346;Afghan;Lamb Stew;IT1034602;Main Course;18
RE10346;Afghan;Chicken mandi;IT1034603;Main Course;27
RE10346;Afghan;Mento;IT1034604;Main Course;10
RE10346;Afghan;Soda;IT1034605;Drink;5
RE10347;Italian;Bruschetta;IT1034701;Starter;6
RE10347;Italian;Pepperoni Pizza;IT1034702;Main Course;19
RE10347;Italian;Bolognese Pasta;IT1034703;Main Course;15
RE10347;Italian;Smoked Mushroom Soup;IT1034704;Starter;9
RE10347;Italian;Tiramisu;IT1034705;Dessert;9
RE10348;American;Artichoke Salad;IT1034801;Starter;10
RE10348;American;Cobb Salad;IT1034802;Starter;9
RE10348;American;Grilled Salmon;IT1034803;Main Course;22
RE10348;American;New York Steak;IT1034804;Main Course;10
RE10348;American;Turkey Sandwich;IT1034805;Main Course;28
RE10349;Cafeteria;Popcorn Chicken;IT1034901;Starter;6
RE10349;Cafeteria;Club Mix;IT1034902;Main Course;22
RE10349;Cafeteria;Classic Cheese Pizza;IT1034903;Main Course;18
RE10349;Cafeteria;Frozen Fruit Cup;IT1034904;Dessert;5
RE10349;Cafeteria;Milkshake;IT1034905;Drink;5
RE10350;Japanese;Chukka Salad;IT1035001;Starter;12
RE10350;Japanese;Takitori;IT1035002;Starter;5
RE10350;Japanese;Pork Teriyaki;IT1035003;Main Course;21
RE10350;Japanese;Gunkan With Cucumber;IT1035004;Main Course;28
RE10350;Japanese;Roll with Walnuts;IT1035005;Starter;11
RE10351;American;Artichoke Salad;IT1035101;Starter;8
RE10351;American;Cobb Salad;IT1035102;Starter;14
RE10351;American;Grilled Salmon;IT1035103;Main Course;16
RE10351;American;New York Steak;IT1035104;Main Course;27
RE10351;American;Turkey Sandwich;IT1035105;Main Course;14
RE10352;American;Artichoke Salad;IT1035201;Starter;9
RE10352;American;Cobb Salad;IT1035202;Starter;9
RE10352;American;Grilled Salmon;IT1035203;Main Course;20
RE10352;American;New York Steak;IT1035204;Main Course;21
RE10352;American;Turkey Sandwich;IT1035205;Main Course;15
RE10353;Mexican;Fire Burrito;IT1035301;Main Course;24
RE10353;Mexican;Chilli Tacos;IT1035302;Main Course;26
RE10353;Mexican;Chicken Quasedillas;IT1035303;Main Course;11
RE10353;Mexican;Grilled Pork;IT1035304;Main Course;13
RE10353;Mexican;Pork Burritos;IT1035305;Main Course;21
RE10354;Burgers;Chicken Burger;IT1035401;Main Course;17
RE10354;Burgers;Hamburger;IT1035402;Main Course;11
RE10354;Burgers;Beef Burger;IT1035403;Main Course;22
RE10354;Burgers;Mixed Burger;IT1035404;Main Course;29
RE10354;Burgers;Soda;IT1035405;Drink;6
RE10355;Pizzeria;Margherita;IT1035501;Main Course;23
RE10355;Pizzeria;Fungi;IT1035502;Main Course;18
RE10355;Pizzeria;Salami;IT1035503;Main Course;24
RE10355;Pizzeria;Mexican;IT1035504;Main Course;21
RE10355;Pizzeria;Vegetarian;IT1035505;Main Course;10
RE10356;Mexican;Fire Burrito;IT1035601;Main Course;20
RE10356;Mexican;Chilli Tacos;IT1035602;Main Course;12
RE10356;Mexican;Chicken Quasedillas;IT1035603;Main Course;29
RE10356;Mexican;Grilled Pork;IT1035604;Main Course;14
RE10356;Mexican;Pork Burritos;IT1035605;Main Course;23
RE10357;Bar;Strawberry Daiquiri;IT1035701;Drink;9
RE10357;Bar;Tequila Sunrise;IT1035702;Drink;7
RE10357;Bar;Beer;IT1035703;Drink;9
RE10357;Bar;Red Wine;IT1035704;Drink;8
RE10357;Bar;White Wine;IT1035705;Drink;9
RE10358;Mexican;Fire Burrito;IT1035801;Main Course;20
RE10358;Mexican;Chilli Tacos;IT1035802;Main Course;10
RE10358;Mexican;Chicken Quasedillas;IT1035803;Main Course;13
RE10358;Mexican;Grilled Pork;IT1035804;Main Course;15
RE10358;Mexican;Pork Burritos;IT1035805;Main Course;20
RE10360;Cafeteria;Popcorn Chicken;IT1036001;Starter;11
RE10360;Cafeteria;Club Mix;IT1036002;Main Course;27
RE10360;Cafeteria;Classic Cheese Pizza;IT1036003;Main Course;12
RE10360;Cafeteria;Frozen Fruit Cup;IT1036004;Dessert;9
RE10360;Cafeteria;Milkshake;IT1036005;Drink;6
RE10361;Mexican;Fire Burrito;IT1036101;Main Course;22
RE10361;Mexican;Chilli Tacos;IT1036102;Main Course;15
RE10361;Mexican;Chicken Quasedillas;IT1036103;Main Course;14
RE10361;Mexican;Grilled Pork;IT1036104;Main Course;18
RE10361;Mexican;Pork Burritos;IT1036105;Main Course;26
RE10362;Mexican;Fire Burrito;IT1036201;Main Course;11
RE10362;Mexican;Chilli Tacos;IT1036202;Main Course;28
RE10362;Mexican;Chicken Quasedillas;IT1036203;Main Course;27
RE10362;Mexican;Grilled Pork;IT1036204;Main Course;26
RE10362;Mexican;Pork Burritos;IT1036205;Main Course;19
RE10363;International;Cheese Bread Sticks;IT1036301;Starter;6
RE10363;International;Honey Glazed Chicken;IT1036302;Starter;5
RE10363;International;Grande Salad;IT1036303;Main Course;27
RE10363;International;Beef Steak;IT1036304;Main Course;12
RE10363;International;Apple Drink;IT1036305;Drink;7
RE10364;International;Cheese Bread Sticks;IT1036401;Starter;6
RE10364;International;Honey Glazed Chicken;IT1036402;Starter;11
RE10364;International;Grande Salad;IT1036403;Main Course;15
RE10364;International;Beef Steak;IT1036404;Main Course;19
RE10364;International;Apple Drink;IT1036405;Drink;5
RE10365;Burgers;Chicken Burger;IT1036501;Main Course;29
RE10365;Burgers;Hamburger;IT1036502;Main Course;23
RE10365;Burgers;Beef Burger;IT1036503;Main Course;19
RE10365;Burgers;Mixed Burger;IT1036504;Main Course;26
RE10365;Burgers;Soda;IT1036505;Drink;7
RE10366;International;Cheese Bread Sticks;IT1036601;Starter;5
RE10366;International;Honey Glazed Chicken;IT1036602;Starter;9
RE10366;International;Grande Salad;IT1036603;Main Course;12
RE10366;International;Beef Steak;IT1036604;Main Course;12
RE10366;International;Apple Drink;IT1036605;Drink;9
RE10367;International;Cheese Bread Sticks;IT1036701;Starter;10
RE10367;International;Honey Glazed Chicken;IT1036702;Starter;7
RE10367;International;Grande Salad;IT1036703;Main Course;13
RE10367;International;Beef Steak;IT1036704;Main Course;17
RE10367;International;Apple Drink;IT1036705;Drink;5
RE10368;Burgers;Chicken Burger;IT1036801;Main Course;25
RE10368;Burgers;Hamburger;IT1036802;Main Course;19
RE10368;Burgers;Beef Burger;IT1036803;Main Course;27
RE10368;Burgers;Mixed Burger;IT1036804;Main Course;10
