ORDERID	ORDERCREATEDBY	ORDERCREATEDON	CUSTOMERID	RESTAURANTID	ADDRESSID	TotalQuantity	TotalGrossAmount	TotalNetAmount	TaxAmount	PAYMENTMETHOD	DeliveryType	DeliveryRate	BillAmount	PAYMENTMETHOD	FOODRATING	SERVICERATING	OVERALLRATING
5000010275	EMP11173	24.08.19	C165772	RE10272	CA101567	1	7	6.125	0.875	Cash	Free	0	7	Cash	2	5	3,5
5000010276	EMP11485	24.08.19	C133366	RE10584	CA105202	4	74	64.750	9.250	Card	Free	0	74	Card	4	4	4
5000010277	EMP13377	24.08.19	C121710	RE10476	CA106521	7	149	130.375	18.625	Card	Free	0	149	Card	4	4	4
5000010278	EMP11359	24.08.19	C152236	RE10458	CA109459	2	46	40.250	5.750	Card	FlatRate	5	51	Card	4	5	4,5
5000010279	EMP11074	24.08.19	C104837	RE10173	CA109897	5	59	51.625	7.375	Card	Free	0	59	Card	2	1	1,5
5000010280	EMP11137	24.08.19	C145863	RE10236	CA104234	7	68	59.500	8.500	Cash	FlatRate	07. May	75.5	Cash	2	5	3,5
5000010281	EMP11254	24.08.19	C157511	RE10353	CA108932	5	98	85.750	12.250	Cash	FlatRate	10	108	Cash	5	1	3
5000010282	EMP14491	24.08.19	C152236	RE10590	CA109459	7	127	111.125	15.875	Card	FlatRate	07. May	134.5	Card	2	4	3
5000010283	EMP13071	24.08.19	C159039	RE10170	CA103812	5	61	53.375	7.625	Card	Free	0	61	Card	4	2	3
5000010284	EMP12212	24.08.19	C196612	RE10311	CA108813	3	42	36.750	5.250	Card	Free	0	42	Card	5	3	4
5000010285	EMP11059	24.08.19	C114619	RE10158	CA109124	4	27	23.625	3.375	Cash	Free	0	27	Cash	2	3	2,5
5000010286	EMP13254	24.08.19	C181423	RE10353	CA100801	2	38	33.250	4.750	Card	FlatRate	10	48	Card	1	5	3
5000010287	EMP11191	24.08.19	C100849	RE10290	CA103387	4	92	80.500	11.500	Card	Free	0	92	Card	2	1	1,5
5000010288	EMP12479	24.08.19	C143749	RE10578	CA101211	2	30	26.250	3.750	Card	FlatRate	10	40	Card	2	5	3,5
5000010289	EMP11008	24.08.19	C193735	RE10107	CA107028	4	63	55.125	7.875	Card	FlatRate	5	68	Card	5	1	3
5000010290	EMP14332	24.08.19	C155316	RE10431	CA106224	1	23	20.125	2.875	Cash	Free	0	23	Cash	2	4	3
5000010291	EMP12272	24.08.19	C195085	RE10371	CA107013	2	56	49.000	7.000	Card	Free	0	56	Card	4	3	3,5
5000010292	EMP13461	24.08.19	C140715	RE10560	CA101162	8	124	108.500	15.500	Card	Free	0	124	Card	4	3	3,5
5000010293	EMP13110	24.08.19	C190472	RE10209	CA104670	2	18	15.750	2.250	Cash	Free	0	18	Cash	3	2	2,5
5000010294	EMP14119	24.08.19	C126207	RE10218	CA101137	1	22	19.250	2.750	Cash	Free	0	22	Cash	1	5	3
5000010295	EMP11374	24.08.19	C152602	RE10473	CA108717	2	10	8.750	1.250	Card	Free	0	10	Card	1	3	2
5000010296	EMP12113	24.08.19	C193735	RE10212	CA107028	5	25	21.875	3.125	Card	FlatRate	10	35	Card	3	3	3
5000010297	EMP11249	25.08.19	C123221	RE10348	CA104345	4	83	72.625	10.375	Card	FlatRate	07. May	90.5	Card	2	1	1,5
5000010298	EMP11066	25.08.19	C135954	RE10165	CA101925	3	22	19.250	2.750	Cash	Free	0	22	Cash	3	2	2,5
5000010299	EMP13144	25.08.19	C161833	RE10243	CA104583	6	93	81.375	11.625	Card	FlatRate	07. May	100.5	Card	5	4	4,5
5000010300	EMP13414	25.08.19	C166424	RE10513	CA107364	6	33	28.875	4.125	Cash	Free	0	33	Cash	5	2	3,5
5000010301	EMP12345	25.08.19	C174114	RE10444	CA104266	3	39	34.125	4.875	Cash	FlatRate	5	44	Cash	1	1	1
5000010302	EMP11018	25.08.19	C192495	RE10117	CA100956	7	134	117.250	16.750	Card	Free	0	134	Card	1	1	1
5000010303	EMP12420	25.08.19	C143850	RE10519	CA108749	2	58	50.750	7.250	Card	Free	0	58	Card	4	1	2,5
5000010304	EMP14471	25.08.19	C184812	RE10570	CA101260	5	81	70.875	10.125	Card	Free	0	81	Card	4	4	4
5000010305	EMP11045	25.08.19	C168537	RE10144	CA105861	3	61	53.375	7.625	Card	FlatRate	5	66	Card	1	3	2
5000010306	EMP14270	25.08.19	C134459	RE10369	CA104709	6	54	47.250	6.750	Card	Free	0	54	Card	4	5	4,5
5000010307	EMP14129	25.08.19	C128170	RE10228	CA100649	2	54	47.250	6.750	Card	Free	0	54	Card	4	1	2,5
5000010308	EMP11384	25.08.19	C133944	RE10483	CA109369	4	61	53.375	7.625	Cash	Free	0	61	Cash	3	4	3,5
5000010309	EMP13414	25.08.19	C187109	RE10513	CA100260	6	57	49.875	7.125	Card	Free	0	57	Card	3	1	2
5000010310	EMP13255	25.08.19	C139154	RE10354	CA107985	1	10	8.750	1.250	Card	Free	0	10	Card	5	5	5
5000010311	EMP13087	25.08.19	C184696	RE10186	CA109180	6	34	29.750	4.250	Card	Free	0	34	Card	1	1	1
5000010312	EMP11372	25.08.19	C183545	RE10471	CA103403	2	36	31.500	4.500	Cash	Free	0	36	Cash	5	3	4
5000010313	EMP12072	25.08.19	C180915	RE10171	CA109244	6	66	57.750	8.250	Card	Free	0	66	Card	2	3	2,5
5000010314	EMP11003	25.08.19	C179617	RE10102	CA106594	3	36	31.500	4.500	Card	FlatRate	5	41	Card	1	5	3
5000010315	EMP14120	25.08.19	C134726	RE10219	CA103936	1	9	7.875	1.125	Cash	Free	0	9	Cash	2	4	3
5000010316	EMP14321	25.08.19	C164993	RE10420	CA102944	6	58	50.750	7.250	Card	Free	0	58	Card	5	4	4,5
5000010317	EMP11018	25.08.19	C166410	RE10117	CA106063	1	26	22.750	3.250	Card	Free	0	26	Card	3	5	4
5000010318	EMP12393	25.08.19	C160432	RE10492	CA102655	5	58	50.750	7.250	Card	Free	0	58	Card	3	4	3,5
5000010319	EMP12009	25.08.19	C136184	RE10108	CA100540	6	102	89.250	12.750	Cash	Free	0	102	Cash	5	2	3,5
5000010320	EMP13174	25.08.19	C179577	RE10273	CA107473	3	18	15.750	2.250	Card	FlatRate	07. May	25. May	Card	2	5	3,5
5000010321	EMP14387	25.08.19	C112263	RE10486	CA103254	2	34	29.750	4.250	Card	FlatRate	07. May	41.5	Card	3	3	3
5000010322	EMP14252	25.08.19	C178026	RE10351	CA105748	6	78	68.250	9.750	Card	Free	0	78	Card	5	1	3
5000010323	EMP12306	25.08.19	C192338	RE10405	CA108152	2	58	50.750	7.250	Cash	FlatRate	07. May	65.5	Cash	4	5	4,5
5000010324	EMP13375	25.08.19	C122928	RE10474	CA101493	3	48	42.000	6.000	Card	FlatRate	10	58	Card	2	3	2,5
5000010325	EMP11036	25.08.19	C131661	RE10135	CA100749	4	25	21.875	3.125	Cash	FlatRate	10	35	Cash	2	5	3,5
5000010326	EMP11282	25.08.19	C181423	RE10381	CA100801	3	66	57.750	8.250	Card	FlatRate	5	71	Card	4	2	3
5000010327	EMP14288	25.08.19	C114163	RE10387	CA108685	5	134	117.250	16.750	Cash	Free	0	134	Cash	1	1	1
5000010328	EMP11211	26.08.19	C135110	RE10310	CA101071	6	138	120.750	17.250	Card	Free	0	138	Card	1	1	1
5000010329	EMP11490	26.08.19	C196658	RE10589	CA104921	6	87	76.125	10.875	Card	Free	0	87	Card	2	4	3
5000010330	EMP11292	26.08.19	C138155	RE10391	CA103876	4	90	78.750	11.250	Card	Free	0	90	Card	5	5	5
5000010331	EMP13154	26.08.19	C139154	RE10253	CA107985	7	109	95.375	13.625	Card	Free	0	109	Card	1	1	1
5000010332	EMP14382	26.08.19	C126423	RE10481	CA104524	7	194	169.750	24.250	Cash	Free	0	194	Cash	4	2	3
5000010333	EMP11223	26.08.19	C170334	RE10322	CA102149	1	17	14.875	2.125	Cash	Free	0	17	Cash	3	1	2
5000010334	EMP13244	26.08.19	C102712	RE10343	CA102203	2	29	25.375	3.625	Card	FlatRate	5	34	Card	1	5	3
5000010335	EMP14337	26.08.19	C145908	RE10436	CA103482	5	90	78.750	11.250	Card	Free	0	90	Card	4	4	4
5000010336	EMP12376	26.08.19	C153089	RE10475	CA105385	4	73	63.875	9.125	Cash	Free	0	73	Cash	3	4	3,5
5000010337	EMP11010	26.08.19	C190401	RE10109	CA101615	2	24	21.000	3.000	Card	Free	0	24	Card	5	3	4
5000010338	EMP11151	26.08.19	C110074	RE10250	CA103383	3	66	57.750	8.250	Card	Free	0	66	Card	4	4	4
5000010339	EMP11145	26.08.19	C184368	RE10244	CA107948	6	124	108.500	15.500	Cash	FlatRate	5	129	Cash	2	5	3,5
5000010340	EMP11163	26.08.19	C170973	RE10262	CA109817	3	37	32.375	4.625	Card	Free	0	37	Card	1	5	3
5000010341	EMP14322	26.08.19	C139381	RE10421	CA108883	2	44	38.500	5.500	Card	FlatRate	5	49	Card	4	5	4,5
5000010342	EMP11073	26.08.19	C185022	RE10172	CA105594	7	105	91.875	13.125	Card	FlatRate	10	115	Card	4	4	4
5000010343	EMP11466	26.08.19	C198556	RE10565	CA104558	3	15	13.125	1.875	Card	FlatRate	07. May	22. May	Card	5	1	3
5000010344	EMP12034	26.08.19	C181443	RE10133	CA106871	8	153	133.875	19.125	Card	Free	0	153	Card	2	1	1,5
5000010345	EMP12256	26.08.19	C155451	RE10355	CA103045	6	132	115.500	16.500	Cash	Free	0	132	Cash	2	1	1,5
5000010346	EMP11352	26.08.19	C142080	RE10451	CA108177	2	30	26.250	3.750	Card	Free	0	30	Card	4	3	3,5
5000010347	EMP13460	26.08.19	C164993	RE10559	CA102944	5	107	93.625	13.375	Card	Free	0	107	Card	1	2	1,5
5000010348	EMP11085	26.08.19	C179617	RE10184	CA106594	2	14	12.250	1.750	Card	FlatRate	5	19	Card	2	3	2,5
5000010349	EMP11328	26.08.19	C164764	RE10427	CA107504	5	96	84.000	12.000	Cash	Free	0	96	Cash	2	1	1,5
5000010350	EMP14202	26.08.19	C152236	RE10301	CA109459	5	78	68.250	9.750	Card	FlatRate	5	83	Card	1	2	1,5
5000010351	EMP11376	26.08.19	C188518	RE10475	CA101218	3	69	60.375	8.625	Cash	Free	0	69	Cash	5	4	4,5
5000010352	EMP13046	26.08.19	C190189	RE10145	CA105564	8	75	65.625	9.375	Card	Free	0	75	Card	3	5	4
5000010353	EMP11478	26.08.19	C195954	RE10577	CA103239	3	72	63.000	9.000	Card	FlatRate	07. May	79.5	Card	3	1	2
5000010354	EMP12481	26.08.19	C142205	RE10580	CA108642	6	135	118.125	16.875	Card	Free	0	135	Card	1	4	2,5
5000010355	EMP14016	26.08.19	C180140	RE10115	CA105656	3	75	65.625	9.375	Cash	FlatRate	5	80	Cash	2	4	3
5000010356	EMP13148	26.08.19	C132365	RE10247	CA100954	3	78	68.250	9.750	Cash	FlatRate	07. May	85.5	Cash	1	2	1,5
5000010357	EMP12154	26.08.19	C158457	RE10253	CA105529	5	71	62.125	8.875	Cash	Free	0	71	Cash	5	2	3,5
5000010358	EMP13478	26.08.19	C126312	RE10577	CA102941	1	28	24.500	3.500	Card	FlatRate	07. May	35.5	Card	2	2	2
5000010359	EMP14049	26.08.19	C196728	RE10148	CA105677	1	8	7.000	1.000	Cash	Free	0	8	Cash	4	1	2,5
5000010360	EMP14253	26.08.19	C140203	RE10352	CA107635	4	40	35.000	5.000	Cash	Free	0	40	Cash	3	3	3
5000010361	EMP11457	26.08.19	C148899	RE10556	CA106321	3	49	42.875	6.125	Cash	Free	0	49	Cash	4	2	3
5000010362	EMP11256	26.08.19	C199311	RE10355	CA104150	5	71	62.125	8.875	Cash	Free	0	71	Cash	3	2	2,5
5000010363	EMP11487	26.08.19	C185022	RE10586	CA105594	6	81	70.875	10.125	Card	FlatRate	07. May	88.5	Card	2	2	2
5000010364	EMP13046	26.08.19	C158457	RE10145	CA105529	4	58	50.750	7.250	Cash	Free	0	58	Cash	4	5	4,5
5000010365	EMP12481	26.08.19	C139381	RE10580	CA108883	4	77	67.375	9.625	Card	Free	0	77	Card	2	2	2
5000010366	EMP13058	26.08.19	C121003	RE10157	CA101517	2	46	40.250	5.750	Card	Free	0	46	Card	3	3	3
5000010367	EMP11118	26.08.19	C114916	RE10217	CA106255	5	94	82.250	11.750	Cash	Free	0	94	Cash	2	1	1,5
5000010368	EMP13271	26.08.19	C192675	RE10370	CA106146	7	119	104.125	14.875	Card	Free	0	119	Card	2	5	3,5
5000010369	EMP12406	26.08.19	C115947	RE10505	CA106800	6	114	99.750	14.250	Card	FlatRate	5	119	Card	5	2	3,5
5000010370	EMP11028	26.08.19	C112445	RE10127	CA104416	6	42	36.750	5.250	Cash	FlatRate	07. May	49.5	Cash	2	2	2
5000010371	EMP13142	26.08.19	C116900	RE10241	CA106271	3	33	28.875	4.125	Cash	Free	0	33	Cash	4	5	4,5
5000010372	EMP13256	26.08.19	C190401	RE10355	CA101615	5	130	113.750	16.250	Card	Free	0	130	Card	5	2	3,5
5000010373	EMP13385	26.08.19	C110999	RE10484	CA100417	4	88	77.000	11.000	Card	FlatRate	07. May	95.5	Card	5	3	4
5000010374	EMP14430	27.08.19	C182274	RE10529	CA102851	5	94	82.250	11.750	Cash	FlatRate	07. May	101.5	Cash	4	5	4,5
5000010375	EMP14079	27.08.19	C156235	RE10178	CA108230	3	27	23.625	3.375	Cash	Free	0	27	Cash	3	2	2,5
5000010376	EMP12274	27.08.19	C190189	RE10373	CA105564	5	91	79.625	11.375	Card	FlatRate	10	101	Card	3	4	3,5
5000010377	EMP12286	27.08.19	C110879	RE10385	CA107180	4	88	77.000	11.000	Card	FlatRate	10	98	Card	4	1	2,5
5000010378	EMP12331	27.08.19	C136680	RE10430	CA105784	1	6	5.250	0.750	Card	Free	0	6	Card	2	1	1,5
5000010379	EMP11145	27.08.19	C123405	RE10244	CA107795	3	68	59.500	8.500	Card	FlatRate	5	73	Card	5	3	4
5000010380	EMP13040	27.08.19	C109592	RE10139	CA106856	7	119	104.125	14.875	Card	Free	0	119	Card	4	4	4
5000010381	EMP14334	27.08.19	C138495	RE10433	CA109690	1	22	19.250	2.750	Card	Free	0	22	Card	3	5	4
5000010382	EMP11382	27.08.19	C186744	RE10481	CA107870	1	19	16.625	2.375	Card	Free	0	19	Card	1	3	2
5000010383	EMP14421	27.08.19	C152272	RE10520	CA102860	7	89	77.875	11.125	Card	Free	0	89	Card	3	3	3
5000010384	EMP11451	27.08.19	C164633	RE10550	CA100977	2	35	30.625	4.375	Cash	Free	0	35	Cash	4	4	4
5000010385	EMP13412	27.08.19	C136496	RE10511	CA102607	7	150	131.250	18.750	Cash	Free	0	150	Cash	5	5	5
5000010386	EMP11394	27.08.19	C179780	RE10493	CA103349	3	48	42.000	6.000	Card	Free	0	48	Card	5	5	5
5000010387	EMP13475	27.08.19	C192675	RE10574	CA106146	1	14	12.250	1.750	Card	FlatRate	07. May	21. May	Card	3	3	3
5000010388	EMP11448	27.08.19	C145434	RE10547	CA107889	4	36	31.500	4.500	Card	Free	0	36	Card	4	5	4,5
5000010389	EMP14010	27.08.19	C121003	RE10109	CA101517	5	120	105.000	15.000	Card	Free	0	120	Card	4	4	4
5000010390	EMP14253	27.08.19	C106879	RE10352	CA102369	4	100	87.500	12.500	Cash	Free	0	100	Cash	1	4	2,5
5000010391	EMP11466	27.08.19	C169738	RE10565	CA104593	5	56	49.000	7.000	Card	FlatRate	07. May	63.5	Card	5	5	5
5000010392	EMP14058	27.08.19	C141823	RE10157	CA102396	3	46	40.250	5.750	Card	Free	0	46	Card	3	3	3
5000010393	EMP14466	27.08.19	C142203	RE10565	CA107136	1	13	11.375	1.625	Card	FlatRate	07. May	20. May	Card	2	5	3,5
5000010394	EMP14193	27.08.19	C135040	RE10292	CA104667	8	159	139.125	19.875	Cash	Free	0	159	Cash	4	5	4,5
5000010395	EMP13082	27.08.19	C182342	RE10181	CA103713	5	69	60.375	8.625	Card	Free	0	69	Card	1	2	1,5
5000010396	EMP13355	27.08.19	C172229	RE10454	CA106413	2	36	31.500	4.500	Card	FlatRate	07. May	43.5	Card	1	5	3
5000010397	EMP13070	27.08.19	C196455	RE10169	CA109012	7	159	139.125	19.875	Cash	Free	0	159	Cash	2	1	1,5
5000010398	EMP12142	27.08.19	C162717	RE10241	CA106552	1	15	13.125	1.875	Card	Free	0	15	Card	5	4	4,5
5000010399	EMP13163	27.08.19	C165105	RE10262	CA100699	3	43	37.625	5.375	Card	Free	0	43	Card	3	5	4
5000010400	EMP11001	27.08.19	C140203	RE10100	CA107635	5	60	52.500	7.500	Cash	FlatRate	07. May	67.5	Cash	2	2	2
5000010401	EMP13295	27.08.19	C147334	RE10394	CA104248	6	117	102.375	14.625	Card	Free	0	117	Card	3	2	2,5
5000010402	EMP13400	27.08.19	C176000	RE10499	CA102855	6	98	85.750	12.250	Card	Free	0	98	Card	4	3	3,5
5000010403	EMP12079	27.08.19	C142203	RE10178	CA107136	2	14	12.250	1.750	Card	Free	0	14	Card	2	1	1,5
5000010404	EMP14343	27.08.19	C185022	RE10442	CA105594	2	54	47.250	6.750	Card	FlatRate	5	59	Card	4	3	3,5
5000010405	EMP14409	27.08.19	C190128	RE10508	CA104209	2	28	24.500	3.500	Card	Free	0	28	Card	2	5	3,5
5000010406	EMP12106	27.08.19	C143945	RE10205	CA105165	6	39	34.125	4.875	Card	Free	0	39	Card	2	2	2
5000010407	EMP14340	27.08.19	C178686	RE10439	CA101374	5	127	111.125	15.875	Card	Free	0	127	Card	3	3	3
5000010408	EMP11304	27.08.19	C142255	RE10403	CA102515	4	84	73.500	10.500	Card	FlatRate	07. May	91.5	Card	1	1	1
5000010409	EMP12151	27.08.19	C169738	RE10250	CA104593	4	68	59.500	8.500	Card	Free	0	68	Card	2	2	2
5000010410	EMP11151	27.08.19	C144334	RE10250	CA107458	7	98	85.750	12.250	Card	Free	0	98	Card	3	1	2
5000010411	EMP14301	27.08.19	C172418	RE10400	CA105575	7	62	54.250	7.750	Card	Free	0	62	Card	4	1	2,5
5000010412	EMP14463	27.08.19	C154524	RE10562	CA104207	2	22	19.250	2.750	Card	FlatRate	5	27	Card	5	3	4
5000010413	EMP11022	27.08.19	C170068	RE10121	CA102336	2	26	22.750	3.250	Cash	Free	0	26	Cash	2	5	3,5
5000010414	EMP13376	27.08.19	C164993	RE10475	CA102944	4	112	98.000	14.000	Card	Free	0	112	Card	2	5	3,5
5000010415	EMP13301	27.08.19	C126207	RE10400	CA101137	8	66	57.750	8.250	Cash	Free	0	66	Cash	3	4	3,5
5000010416	EMP11496	27.08.19	C133944	RE10595	CA109369	2	34	29.750	4.250	Card	FlatRate	07. May	41.5	Card	5	4	4,5
5000010417	EMP11070	27.08.19	C115458	RE10169	CA103802	3	36	31.500	4.500	Cash	Free	0	36	Cash	2	1	1,5
5000010418	EMP12427	27.08.19	C150887	RE10526	CA101251	5	95	83.125	11.875	Card	FlatRate	07. May	102.5	Card	1	5	3
5000010419	EMP13298	28.08.19	C162053	RE10397	CA105087	2	27	23.625	3.375	Card	FlatRate	10	37	Card	4	2	3
5000010420	EMP12301	28.08.19	C162285	RE10400	CA109506	1	9	7.875	1.125	Card	Free	0	9	Card	4	1	2,5
5000010421	EMP14433	28.08.19	C169297	RE10532	CA100642	5	76	66.500	9.500	Card	Free	0	76	Card	2	4	3
5000010422	EMP14241	28.08.19	C190859	RE10340	CA109663	3	75	65.625	9.375	Cash	Free	0	75	Cash	4	2	3
5000010423	EMP12352	28.08.19	C132561	RE10451	CA103209	4	76	66.500	9.500	Card	Free	0	76	Card	4	3	3,5
5000010424	EMP11070	28.08.19	C159039	RE10169	CA103812	7	70	61.250	8.750	Card	Free	0	70	Card	5	2	3,5
5000010425	EMP11157	28.08.19	C130864	RE10256	CA104918	5	60	52.500	7.500	Cash	FlatRate	10	70	Cash	4	3	3,5
5000010426	EMP14073	28.08.19	C121003	RE10172	CA101517	4	43	37.625	5.375	Card	FlatRate	10	53	Card	1	4	2,5
5000010427	EMP12250	28.08.19	C109746	RE10349	CA105609	3	36	31.500	4.500	Card	Free	0	36	Card	1	5	3
5000010428	EMP12478	28.08.19	C142080	RE10577	CA108177	5	90	78.750	11.250	Card	FlatRate	07. May	97.5	Card	5	3	4
5000010429	EMP11478	28.08.19	C172951	RE10577	CA105853	7	168	147.000	21.000	Card	FlatRate	07. May	175.5	Card	5	1	3
5000010430	EMP12196	28.08.19	C177424	RE10295	CA107751	3	51	44.625	6.375	Card	Free	0	51	Card	1	4	2,5
5000010431	EMP14058	28.08.19	C169297	RE10157	CA100642	5	84	73.500	10.500	Card	Free	0	84	Card	4	2	3
5000010432	EMP14046	28.08.19	C196428	RE10145	CA102710	6	63	55.125	7.875	Card	Free	0	63	Card	5	3	4
5000010433	EMP13271	28.08.19	C137897	RE10370	CA107171	8	58	50.750	7.250	Cash	Free	0	58	Cash	5	5	5
5000010434	EMP13238	28.08.19	C114619	RE10337	CA109124	6	138	120.750	17.250	Card	FlatRate	07. May	145.5	Card	1	4	2,5
5000010435	EMP13073	28.08.19	C122757	RE10172	CA104434	5	69	60.375	8.625	Card	FlatRate	10	79	Card	2	5	3,5
5000010436	EMP11031	28.08.19	C155451	RE10130	CA103045	6	96	84.000	12.000	Card	Free	0	96	Card	1	2	1,5
5000010437	EMP13289	28.08.19	C113199	RE10388	CA109446	3	65	56.875	8.125	Cash	FlatRate	07. May	72.5	Cash	5	3	4
5000010438	EMP13184	28.08.19	C178212	RE10283	CA109237	6	88	77.000	11.000	Card	FlatRate	5	93	Card	3	4	3,5
5000010439	EMP14361	28.08.19	C152980	RE10460	CA107928	5	91	79.625	11.375	Cash	Free	0	91	Cash	2	2	2
5000010440	EMP11049	28.08.19	C152602	RE10148	CA108717	4	34	29.750	4.250	Cash	Free	0	34	Cash	4	1	2,5
5000010441	EMP13046	28.08.19	C182421	RE10145	CA103060	5	29	25.375	3.625	Card	Free	0	29	Card	5	2	3,5
5000010442	EMP14052	28.08.19	C126312	RE10151	CA102941	4	35	30.625	4.375	Cash	Free	0	35	Cash	5	3	4
5000010443	EMP14355	28.08.19	C105726	RE10454	CA100960	3	57	49.875	7.125	Cash	FlatRate	07. May	64.5	Cash	5	3	4
5000010444	EMP11319	28.08.19	C164993	RE10418	CA102944	2	52	45.500	6.500	Card	Free	0	52	Card	5	4	4,5
5000010445	EMP11478	28.08.19	C112430	RE10577	CA104039	2	27	23.625	3.375	Card	FlatRate	07. May	34.5	Card	3	3	3
5000010446	EMP12115	28.08.19	C143378	RE10214	CA104960	3	78	68.250	9.750	Card	Free	0	78	Card	1	5	3
5000010447	EMP14046	28.08.19	C155451	RE10145	CA103045	3	28	24.500	3.500	Card	Free	0	28	Card	1	3	2
5000010448	EMP11163	28.08.19	C107882	RE10262	CA106662	3	43	37.625	5.375	Cash	Free	0	43	Cash	4	4	4
5000010449	EMP14370	28.08.19	C143171	RE10469	CA104356	7	118	103.250	14.750	Card	FlatRate	5	123	Card	5	5	5
5000010450	EMP14007	28.08.19	C187880	RE10106	CA103525	5	64	56.000	8.000	Card	Free	0	64	Card	1	2	1,5
5000010451	EMP13190	28.08.19	C150365	RE10289	CA102170	5	107	93.625	13.375	Card	Free	0	107	Card	3	1	2
5000010452	EMP11175	28.08.19	C115594	RE10274	CA102448	6	32	28.000	4.000	Card	Free	0	32	Card	4	4	4
5000010453	EMP13379	28.08.19	C119444	RE10478	CA108478	2	32	28.000	4.000	Card	FlatRate	10	42	Card	1	2	1,5
5000010454	EMP13007	28.08.19	C145467	RE10106	CA106663	5	109	95.375	13.625	Card	Free	0	109	Card	4	3	3,5
5000010455	EMP14073	28.08.19	C186744	RE10172	CA107870	1	17	14.875	2.125	Card	FlatRate	10	27	Card	1	1	1
5000010456	EMP11463	28.08.19	C103018	RE10562	CA109732	1	11	9.625	1.375	Card	FlatRate	5	16	Card	3	5	4
5000010457	EMP12475	28.08.19	C186207	RE10574	CA100724	6	106	92.750	13.250	Cash	FlatRate	07. May	113.5	Cash	1	1	1
5000010458	EMP11499	28.08.19	C165323	RE10598	CA105736	6	49	42.875	6.125	Card	FlatRate	07. May	56.5	Card	1	4	2,5
5000010459	EMP12358	28.08.19	C195413	RE10457	CA101642	2	52	45.500	6.500	Card	FlatRate	5	57	Card	4	5	4,5
5000010460	EMP11334	29.08.19	C187880	RE10433	CA103525	4	47	41.125	5.875	Card	Free	0	47	Card	5	2	3,5
5000010461	EMP12010	29.08.19	C192675	RE10109	CA106146	1	14	12.250	1.750	Card	Free	0	14	Card	3	5	4
5000010462	EMP13439	29.08.19	C169738	RE10538	CA104593	4	68	59.500	8.500	Card	FlatRate	07. May	75.5	Card	4	5	4,5
5000010463	EMP14010	29.08.19	C136134	RE10109	CA106228	5	112	98.000	14.000	Card	Free	0	112	Card	1	2	1,5
5000010464	EMP11121	29.08.19	C150887	RE10220	CA101251	5	30	26.250	3.750	Cash	FlatRate	10	40	Cash	5	1	3
5000010465	EMP12352	29.08.19	C192682	RE10451	CA102932	6	100	87.500	12.500	Cash	Free	0	100	Cash	5	5	5
5000010466	EMP11073	29.08.19	C168092	RE10172	CA101578	8	110	96.250	13.750	Card	FlatRate	10	120	Card	3	5	4
5000010467	EMP11433	29.08.19	C120686	RE10532	CA106859	5	92	80.500	11.500	Card	Free	0	92	Card	2	5	3,5
5000010468	EMP13010	29.08.19	C184696	RE10109	CA109180	5	88	77.000	11.000	Cash	Free	0	88	Cash	4	2	3
5000010469	EMP12049	29.08.19	C193583	RE10148	CA107918	3	25	21.875	3.125	Card	Free	0	25	Card	4	1	2,5
5000010470	EMP11382	29.08.19	C172951	RE10481	CA105853	4	72	63.000	9.000	Card	Free	0	72	Card	3	1	2
5000010471	EMP11367	29.08.19	C196658	RE10466	CA104921	4	92	80.500	11.500	Cash	FlatRate	5	97	Cash	1	3	2
5000010472	EMP14022	29.08.19	C114163	RE10121	CA108685	2	12	10.500	1.500	Card	Free	0	12	Card	4	2	3
5000010473	EMP11046	29.08.19	C157250	RE10145	CA108063	7	84	73.500	10.500	Cash	Free	0	84	Cash	1	2	1,5
5000010474	EMP12319	29.08.19	C173484	RE10418	CA105822	2	22	19.250	2.750	Card	Free	0	22	Card	5	4	4,5
5000010475	EMP13418	29.08.19	C115594	RE10517	CA102448	3	15	13.125	1.875	Cash	FlatRate	5	20	Cash	1	4	2,5
5000010476	EMP13382	29.08.19	C188518	RE10481	CA101218	1	20	17.500	2.500	Cash	Free	0	20	Cash	1	5	3
5000010477	EMP12382	29.08.19	C136173	RE10481	CA103977	1	17	14.875	2.125	Card	Free	0	17	Card	4	3	3,5
5000010478	EMP11238	29.08.19	C188090	RE10337	CA106440	3	66	57.750	8.250	Card	FlatRate	07. May	73.5	Card	2	5	3,5
5000010479	EMP14328	29.08.19	C152980	RE10427	CA107928	5	90	78.750	11.250	Card	Free	0	90	Card	3	3	3
5000010480	EMP14376	29.08.19	C149161	RE10475	CA100195	2	56	49.000	7.000	Cash	Free	0	56	Cash	4	4	4
5000010481	EMP14475	29.08.19	C133727	RE10574	CA103516	3	72	63.000	9.000	Card	FlatRate	07. May	79.5	Card	3	4	3,5
5000010482	EMP14466	29.08.19	C130980	RE10565	CA100357	4	38	33.250	4.750	Cash	FlatRate	07. May	45.5	Cash	4	2	3
5000010483	EMP14112	29.08.19	C104405	RE10211	CA107274	6	122	106.750	15.250	Cash	Free	0	122	Cash	5	2	3,5
5000010484	EMP11475	29.08.19	C156723	RE10574	CA107000	9	150	131.250	18.750	Card	FlatRate	07. May	157.5	Card	3	3	3
5000010485	EMP13058	29.08.19	C182274	RE10157	CA102851	5	112	98.000	14.000	Card	Free	0	112	Card	2	2	2
