RestaurantID;RestaurantName;AddressID;RestaurantAddress;RestaurantCity;RestaurantState;RestaurantCountry;RestaurantZIP;Alcohol;Smoking;DressCode;Pricing;Accessibility;Franchise;OtherServices;Parking;Cuisine;WorkingHours;OpeningTime;ClosingTime;WorkingDays;WorkingDay_Sunday;WorkingDay_Monday;WorkingDay_Tuesday;WorkingDay_Wednesday;WorkingDay_Thursday;WorkingDay_Friday;WorkingDay_Saturday;DeliveryType;DeliveryRate
RE10300;The Chill Grill;A1024849;Clarendon;Berlin;Brandenburg;Germany;308001;No_Alcohol_Served;none;informal;5;completely;f;none;none;Mexican;"00:00-00:00;";00:00;00:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10301;Park Manor Lounge;A1004164;Moose;Berlin;Brandenburg;Germany;108384;No_Alcohol_Served;none;informal;2;no_accessibility;f;none;none;Mexican;"08:00-23:30;";08:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;5
RE10302;Cathedrals Pizza;A1063425;Westridge;Berlin;Brandenburg;Germany;378478;Full_Bar;not permitted;informal;2;completely;t;variety;none;Mexican;"08:00-23:30;";08:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10303;Wilson''s Pizza Shop;A1022427;Scoville;Berlin;Brandenburg;Germany;637833;No_Alcohol_Served;none;informal;1;completely;f;none;none;American;"08:00-23:30;";08:00;23:30;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10304;Hunter Inn Management Corporation;A1033324;John Wall;Berlin;Brandenburg;Germany;127936;Wine-Beer;section;informal;4;no_accessibility;f;none;none;Mexican;"10:00-20:00;";10:00;20:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;7,5
RE10305;Ollies;A1079714;Briar Crest;Berlin;Brandenburg;Germany;783324;No_Alcohol_Served;not permitted;casual;5;completely;f;none;none;Mexican;"10:00-20:00;";10:00;20:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;5
RE10306;Hunan Larchmont;A1051119;Melvin;Berlin;Brandenburg;Germany;486567;No_Alcohol_Served;none;informal;3;completely;f;none;none;Mexican;"10:00-20:00;";10:00;20:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10307;Colorado Coffee Company;A1012716;Gateway;Berlin;Brandenburg;Germany;498896;No_Alcohol_Served;none;informal;2;no_accessibility;f;none;none;Mexican;"08:00-17:00;";08:00;17:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10308;West Town Mobile;A1052785;Warbler;Berlin;Brandenburg;Germany;710592;No_Alcohol_Served;section;informal;5;no_accessibility;f;none;none;Mexican;"08:00-17:00;";08:00;17:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;10
RE10309;Halal Mojoes Chicken & Pizza;A1070483;Eggendart;Berlin;Brandenburg;Germany;385779;Full_Bar;section;informal;1;no_accessibility;f;none;none;Mexican;"00:00-00:00;";00:00;00:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10310;Hong An Chinese Takeout;A1095724;Talisman;Berlin;Brandenburg;Germany;842194;No_Alcohol_Served;not permitted;casual;2;no_accessibility;f;none;public;Mexican;"13:30-22:00;";13:30;22:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10311;Warren Barr Pavilion;A1015339;Sycamore;Berlin;Brandenburg;Germany;555773;No_Alcohol_Served;permitted;casual;1;no_accessibility;f;none;yes;Pizzeria;"13:30-22:00;";13:30;22:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10312;Chen''s Great Wall;A1029617;Monterey;Berlin;Brandenburg;Germany;438790;Wine-Beer;none;informal;1;no_accessibility;f;none;public;Family;"13:30-22:00;";13:30;22:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10313;Pinita Food, Inc;A1041507;Cascade;Berlin;Brandenburg;Germany;886370;No_Alcohol_Served;not permitted;informal;3;partially;f;none;public;Cafeteria;"12:00-23:30;";12:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;10
RE10314;Tasty Sub;A1055063;Village;Berlin;Brandenburg;Germany;214107;No_Alcohol_Served;not permitted;informal;5;completely;t;none;public;Bar;"12:00-23:30;";12:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10315;Nick''s Corner Market;A1086586;Bayside;Berlin;Brandenburg;Germany;665726;No_Alcohol_Served;none;informal;3;completely;f;none;none;Mexican;"12:00-23:30;";12:00;23:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10316;Chen''s Kitchen Of New Rochelle;A1024545;Sage;Berlin;Brandenburg;Germany;807838;No_Alcohol_Served;permitted;informal;3;completely;f;none;none;Mexican;"13:30-23:30;";13:30;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;5
RE10317;Dockside Pub;A1062004;Nevada;Berlin;Brandenburg;Germany;416101;No_Alcohol_Served;none;informal;3;completely;f;none;none;Mexican;"13:30-23:30;";13:30;23:30;"Sat;";No;No;No;No;No;No;Yes;FlatRate;7,5
RE10318;Church Of The Holy Family;A1095988;Gateway;Berlin;Brandenburg;Germany;59818;Wine-Beer;permitted;informal;2;no_accessibility;f;none;none;American;"13:30-18:30;";13:30;18:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10319;Ni;A1048284;Pine View;Berlin;Brandenburg;Germany;625905;No_Alcohol_Served;not permitted;informal;3;no_accessibility;t;none;yes;Mexican;"13:30-23:00;";13:30;23:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10320;That Little Mexican Cafe Ii;A1036248;Helena;Berlin;Brandenburg;Germany;977907;No_Alcohol_Served;not permitted;informal;4;partially;f;none;none;American;"13:30-23:00;";13:30;23:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10321;Off The Wall;A1090482;Delladonna;Berlin;Brandenburg;Germany;841364;Wine-Beer;none;informal;2;no_accessibility;f;none;none;Mexican;"13:30-19:00;";13:30;19:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;10
RE10322;Shopko Stores Inc.;A1044972;Swallow;Berlin;Brandenburg;Germany;124562;No_Alcohol_Served;not permitted;informal;5;completely;f;none;none;Mexican;"09:00-21:00;";09:00;21:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10323;Morsel;A1071266;Brown;Berlin;Brandenburg;Germany;26815;No_Alcohol_Served;none;informal;2;completely;t;none;none;Mexican;"09:00-21:00;";09:00;21:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;7,5
RE10324;Sapore;A1049401;Leroy;Berlin;Brandenburg;Germany;63070;No_Alcohol_Served;not permitted;informal;1;completely;t;none;none;Mexican;"09:00-21:00;";09:00;21:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;10
RE10325;Fulu Sato;A1018961;Memorial;Berlin;Brandenburg;Germany;256966;No_Alcohol_Served;permitted;formal;5;completely;f;none;yes;Mexican;"07:00-23:30;";07:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;5
RE10326;Billy''s Gyros;A1092022;Mariners Cove;Berlin;Brandenburg;Germany;742615;No_Alcohol_Served;none;informal;2;no_accessibility;f;none;yes;Mexican;"07:00-23:30;";07:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10327;Di Maggio''s Pizzeria;A1046112;Monterey;Berlin;Brandenburg;Germany;729482;Wine-Beer;none;informal;3;no_accessibility;f;none;yes;Mexican;"07:00-23:30;";07:00;23:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10328;Saveco Express Co;A1066309;Ramsey;Berlin;Brandenburg;Germany;465242;Wine-Beer;permitted;casual;3;partially;f;variety;none;Mexican;"07:00-19:00;";07:00;19:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;10
RE10329;Boba & Crepes;A1052434;Carpenter;Berlin;Brandenburg;Germany;585258;No_Alcohol_Served;section;informal;5;no_accessibility;f;none;none;Mexican;"07:00-19:00;";07:00;19:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10330;Camp Nyack;A1056965;Mcguire;Berlin;Brandenburg;Germany;473788;Wine-Beer;only at bar;informal;2;no_accessibility;t;Internet;none;Mexican;"07:00-19:00;";07:00;19:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10331;Loft;A1024430;Buhler;Berlin;Brandenburg;Germany;800462;No_Alcohol_Served;none;informal;2;partially;f;variety;public;Mexican;"00:00-00:00;";00:00;00:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10332;Snarf''s On Broadway;A1086961;Swallow;Berlin;Brandenburg;Germany;534568;No_Alcohol_Served;none;informal;1;no_accessibility;f;none;none;Mexican;"00:00-00:00;";00:00;00:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10333;Cinnabon Bakery;A1074799;Hudson;Berlin;Brandenburg;Germany;553346;No_Alcohol_Served;none;informal;4;completely;f;none;none;Mexican;"00:00-00:00;";00:00;00:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10334;Kisaku;A1052010;Marcy;Berlin;Brandenburg;Germany;118237;No_Alcohol_Served;none;informal;2;no_accessibility;f;none;public;Regional;"13:00-22:00;";13:00;22:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10335;Red Line Saloon & Restaurant;A1000316;Evergreen;Berlin;Brandenburg;Germany;626870;Wine-Beer;section;informal;4;no_accessibility;f;none;none;Mexican;"13:00-22:00;";13:00;22:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10336;Den Dens;A1088053;Sachs;Berlin;Brandenburg;Germany;584042;No_Alcohol_Served;permitted;informal;5;no_accessibility;f;none;none;Mexican;"13:00-22:00;";13:00;22:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;5
RE10337;Oneida Food Mart;A1087043;Hoepker;Berlin;Brandenburg;Germany;753580;No_Alcohol_Served;none;informal;2;no_accessibility;f;none;none;Mexican;"13:00-23:30;";13:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;7,5
RE10338;Sri Balaji Foods Inc;A1053940;Sage;Berlin;Brandenburg;Germany;204272;No_Alcohol_Served;none;informal;1;no_accessibility;f;none;none;Mexican;"13:00-23:30;";13:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10339;Zanzibar Billiards Club;A1071315;Meadow Ridge;Berlin;Brandenburg;Germany;534981;No_Alcohol_Served;none;informal;3;completely;f;none;none;Mexican;"13:00-19:00;";13:00;19:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10340;Evel''s Sweets;A1005674;Red Cloud;Berlin;Brandenburg;Germany;509394;Wine-Beer;section;casual;3;completely;f;none;none;Mexican;"08:00-22:00;";08:00;22:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10341;Dale Association;A1072311;Spohn;Berlin;Brandenburg;Germany;885675;No_Alcohol_Served;not permitted;informal;5;completely;f;none;none;Mexican;"08:00-23:00;";08:00;23:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;7,5
RE10342;Momiji Japanese Restaurant;A1029507;Kropf;Berlin;Brandenburg;Germany;848406;Wine-Beer;none;formal;4;no_accessibility;f;none;none;Chinese;"08:00-19:00;";08:00;19:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10343;Rosebud Cafe;A1010785;Mifflin;Berlin;Brandenburg;Germany;716323;No_Alcohol_Served;none;informal;2;no_accessibility;f;none;none;Mexican;"13:30-23:30;";13:30;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;5
RE10344;Cooper''s Landing;A1015810;Golden Leaf;Berlin;Brandenburg;Germany;24326;Wine-Beer;none;informal;3;no_accessibility;f;none;none;Mexican;"13:30-23:30;";13:30;23:30;"Sat;";No;No;No;No;No;No;Yes;FlatRate;10
RE10345;Octopus Fish & Chicken Inc.;A1029744;Steensland;Berlin;Brandenburg;Germany;817030;No_Alcohol_Served;not permitted;informal;3;no_accessibility;f;none;public;Mexican;"00:00-00:00;";00:00;00:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10346;Cholies Pizzeria Inc.;A1037771;Vernon;Berlin;Brandenburg;Germany;46154;No_Alcohol_Served;none;informal;2;no_accessibility;t;none;none;Afghan;"18:00-23:30;";18:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10347;Gym By Miramont;A1082132;Miller;Berlin;Brandenburg;Germany;80277;No_Alcohol_Served;none;informal;3;partially;f;none;none;Italian;"14:00-23:30;";14:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10348;Life Of Reilly''s;A1048426;Stephen;Berlin;Brandenburg;Germany;45787;No_Alcohol_Served;not permitted;informal;1;completely;t;none;public;American;"00:00-00:00;";00:00;00:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10349;Carniceria Y Taqueria Guerrero;A1073114;Packers;Berlin;Brandenburg;Germany;813783;Wine-Beer;section;informal;2;no_accessibility;f;none;none;Cafeteria;"00:00-00:00;";00:00;00:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10350;Tianguis Fresh Foods;A1039242;Memorial;Berlin;Brandenburg;Germany;448475;Wine-Beer;none;informal;2;no_accessibility;f;none;none;Japanese;"00:00-00:00;";00:00;00:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10351;Quincy''s Llc;A1083710;Summer Ridge;Berlin;Brandenburg;Germany;725764;No_Alcohol_Served;not permitted;informal;1;no_accessibility;f;none;none;American;"00:00-00:00;";00:00;00:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10352;Infield Sports Bar;A1023333;Northport;Berlin;Brandenburg;Germany;224972;No_Alcohol_Served;none;informal;4;completely;f;none;none;American;"00:00-00:00;";00:00;00:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10353;Palenque Inc.;A1098907;Corscot;Berlin;Brandenburg;Germany;709519;No_Alcohol_Served;none;informal;1;completely;t;none;none;Mexican;"00:00-00:00;";00:00;00:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;10
RE10354;Peachtree Educational Daycare;A1039409;Laurel;Berlin;Brandenburg;Germany;13013;No_Alcohol_Served;not permitted;informal;2;partially;t;none;none;Burgers;"00:00-00:00;";00:00;00:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10355;Courtyard Cafe;A1062585;Fieldstone;Berlin;Brandenburg;Germany;218090;No_Alcohol_Served;not permitted;informal;5;completely;f;none;none;Pizzeria;"00:00-00:00;";00:00;00:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10356;Seoul Gardens;A1056282;Glacier Hill;Berlin;Brandenburg;Germany;939207;No_Alcohol_Served;none;informal;2;no_accessibility;f;none;none;Mexican;"00:00-00:00;";00:00;00:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;5
RE10357;Carniceria La Mejor Produce;A1000313;John Wall;Berlin;Brandenburg;Germany;260794;Wine-Beer;not permitted;informal;3;no_accessibility;f;Internet;none;Bar;"00:00-00:00;";00:00;00:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;5
RE10358;Ma Ma''s Home Cookin;A1084578;Bartillon;Berlin;Brandenburg;Germany;339556;No_Alcohol_Served;none;informal;1;completely;f;none;none;Mexican;"00:00-23:30;";00:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10359;Tacos Los Gueros;A1084735;Moland;Berlin;Brandenburg;Germany;922607;No_Alcohol_Served;none;informal;4;completely;f;none;none;Bakery;"00:00-23:30;";00:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10360;Old Mill Diner;A1052671;Fairview;Berlin;Brandenburg;Germany;318250;No_Alcohol_Served;none;informal;1;no_accessibility;f;none;none;Cafeteria;"00:00-23:30;";00:00;23:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10361;U Like Chinese Restaurant;A1014794;Manitowish;Berlin;Brandenburg;Germany;104454;No_Alcohol_Served;none;informal;5;completely;f;none;none;Mexican;"08:00-21:00;";08:00;21:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;7,5
RE10362;Karavalli Regional Cuisine Of India;A1032930;Scott;Berlin;Brandenburg;Germany;863733;Wine-Beer;only at bar;informal;5;partially;f;none;none;Mexican;"08:00-21:00;";08:00;21:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10363;Morgan''s Restaurant Of Syracuse;A1099316;Lyons;Berlin;Brandenburg;Germany;169714;No_Alcohol_Served;none;informal;3;completely;t;none;none;International;"08:00-21:00;";08:00;21:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;10
RE10364;Gorilla Kids;A1029281;Heffernan;Berlin;Brandenburg;Germany;114734;No_Alcohol_Served;permitted;informal;5;completely;t;none;none;International;"00:00-00:00;";00:00;00:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;7,5
RE10365;Garlock''s;A1029072;Morrow;Berlin;Brandenburg;Germany;254328;Wine-Beer;none;informal;3;no_accessibility;f;none;none;Burgers;"00:00-00:00;";00:00;00:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;10
RE10366;Delta Kappa Epsilon Fraternity;A1097500;Evergreen;Berlin;Brandenburg;Germany;736029;No_Alcohol_Served;none;casual;3;completely;f;none;none;International;"00:00-00:00;";00:00;00:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10367;Java Joe''s An More;A1033541;Mockingbird;Berlin;Brandenburg;Germany;883702;Wine-Beer;section;informal;5;no_accessibility;t;Internet;none;International;"00:00-00:00;";00:00;00:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10368;Dean''s Restaurant;A1009834;Schmedeman;Berlin;Brandenburg;Germany;466933;No_Alcohol_Served;not permitted;informal;5;completely;t;none;public;Burgers;"00:00-00:00;";00:00;00:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;5
RE10369;New Peking Chinese Restaurant;A1054518;Ridgeway;Berlin;Brandenburg;Germany;33750;No_Alcohol_Served;none;informal;5;no_accessibility;f;none;none;International;"00:00-00:00;";00:00;00:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10370;Inspiration Cafe;A1045318;Monica;Berlin;Brandenburg;Germany;959775;No_Alcohol_Served;none;informal;5;no_accessibility;f;none;none;Italian;"00:00-00:00;";00:00;00:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10371;Gan Shalom Of;A1024021;Havey;Berlin;Brandenburg;Germany;828888;Wine-Beer;none;informal;1;no_accessibility;f;none;none;Mexican;"00:00-00:00;";00:00;00:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10372;Cat''s Meow;A1089854;Warner;Berlin;Brandenburg;Germany;386917;Wine-Beer;section;informal;1;no_accessibility;f;none;none;International;"00:00-00:00;";00:00;00:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10373;Docs;A1028792;Everett;Berlin;Brandenburg;Germany;323307;Wine-Beer;none;informal;3;no_accessibility;f;none;none;Fast_Food;"00:00-00:00;";00:00;00:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;10
RE10374;Little Italy Pizza & Past;A1053978;Dexter;Berlin;Brandenburg;Germany;200967;No_Alcohol_Served;not permitted;informal;2;no_accessibility;t;none;none;Latin_American;"00:00-00:00;";00:00;00:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10375;Mcnally''s Deli;A1070353;Stoughton;Berlin;Brandenburg;Germany;899574;No_Alcohol_Served;not permitted;informal;2;no_accessibility;f;none;none;Mexican;"00:00-00:00;";00:00;00:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10376;662 East Side Ice Cream Parlor;A1077543;Lillian;Berlin;Brandenburg;Germany;485731;Wine-Beer;none;informal;1;completely;f;none;none;American;"00:00-00:00;";00:00;00:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;10
RE10377;Attivo Take And Bake;A1083841;Havey;Berlin;Brandenburg;Germany;686335;Full_Bar;section;informal;3;completely;f;variety;public;Game;"00:00-00:00;";00:00;00:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;5
RE10378;Angelo''s Stuffed Pizza Corp;A1004217;Helena;Berlin;Brandenburg;Germany;110440;Wine-Beer;none;informal;5;completely;f;none;none;International;"00:00-00:00;";00:00;00:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10379;Usmania Restaurant;A1069738;Mendota;Berlin;Brandenburg;Germany;149588;No_Alcohol_Served;none;informal;1;completely;f;none;none;Mexican;"00:00-00:00;";00:00;00:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10380;Josephine''s Cookin;A1058540;Ridgeway;Berlin;Brandenburg;Germany;369385;No_Alcohol_Served;section;informal;4;no_accessibility;f;none;none;Mexican;"00:00-00:00;";00:00;00:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10381;Espn Zone;A1079189;Esker;Berlin;Brandenburg;Germany;120110;Wine-Beer;none;casual;4;completely;f;none;none;Mexican;"00:00-00:00;";00:00;00:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;5
RE10382;Seattle Art Museum;A1048990;Magdeline;Berlin;Brandenburg;Germany;8176;Full_Bar;section;informal;5;no_accessibility;f;none;none;Mexican;"13:00-22:00;";13:00;22:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10383;Eastern Style Pizza Ii Lt;A1018297;Pine View;Berlin;Brandenburg;Germany;932960;No_Alcohol_Served;not permitted;informal;4;completely;f;none;none;Mexican;"00:00-00:00;";00:00;00:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;7,5
RE10384;Margie''s Beef;A1022195;Grover;Berlin;Brandenburg;Germany;93854;No_Alcohol_Served;none;informal;4;no_accessibility;f;none;none;Mexican;"00:00-00:00;";00:00;00:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10385;Cooking Academy Of Chicago Inc;A1060103;Swallow;Berlin;Brandenburg;Germany;430668;No_Alcohol_Served;none;informal;3;no_accessibility;f;none;yes;Mexican;"00:00-00:00;";00:00;00:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;10
RE10386;Morrisville Cafeteria;A1069585;Westridge;Berlin;Brandenburg;Germany;592539;No_Alcohol_Served;not permitted;casual;4;partially;t;none;none;Mexican;"00:00-00:00;";00:00;00:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10387;Lucy''s Deli Pizza;A1091310;Bay;Berlin;Brandenburg;Germany;74595;No_Alcohol_Served;none;informal;3;completely;f;none;none;Mexican;"00:00-00:00;";00:00;00:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10388;Sinha, Ltd;A1062210;Nancy;Berlin;Brandenburg;Germany;810029;Wine-Beer;none;casual;1;no_accessibility;f;none;none;Mexican;"00:00-00:00;";00:00;00:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;7,5
RE10389;Mrs. Green''s Of Webster;A1009835;Autumn Leaf;Berlin;Brandenburg;Germany;814026;No_Alcohol_Served;none;informal;2;no_accessibility;f;none;yes;Mexican;"00:00-00:00;";00:00;00:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10390;Acropolis Diner;A1086223;Melody;Berlin;Brandenburg;Germany;275376;No_Alcohol_Served;none;informal;4;no_accessibility;f;none;valet parking;Mexican;"00:00-00:00;";00:00;00:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10391;Niagara Christian Academy;A1032109;Elmside;Berlin;Brandenburg;Germany;683170;Full_Bar;section;informal;1;completely;f;variety;none;Mexican;"00:00-00:00;";00:00;00:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10392;Romans Four Pizza;A1053036;Delaware;Berlin;Brandenburg;Germany;978347;No_Alcohol_Served;section;informal;1;no_accessibility;f;none;public;Mexican;"00:00-00:00;";00:00;00:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10393;All Shook Up!;A1062928;Del Sol;Berlin;Brandenburg;Germany;435538;Wine-Beer;none;informal;2;no_accessibility;f;none;none;Mexican;"00:00-00:00;";00:00;00:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10394;Le Chambord Tr;A1045897;Briar Crest;Berlin;Brandenburg;Germany;51907;No_Alcohol_Served;none;informal;5;no_accessibility;f;none;none;Mexican;"00:00-00:00;";00:00;00:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10395;Cafe Shella;A1023175;Pierstorff;Berlin;Brandenburg;Germany;66314;No_Alcohol_Served;none;informal;3;no_accessibility;f;Internet;none;International;"00:00-00:00;";00:00;00:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10396;Pinnochio''s Restuarant & Bakery;A1087022;Lillian;Berlin;Brandenburg;Germany;967838;Wine-Beer;section;informal;4;no_accessibility;f;none;none;Vegetarian;"00:00-00:00;";00:00;00:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10397;Lefty''s Colorado Trail;A1002219;Chinook;Berlin;Brandenburg;Germany;806655;No_Alcohol_Served;none;informal;4;no_accessibility;f;none;yes;Cafeteria;"07:30-23:30;";07:30;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;10
RE10398;Big John''s Restaurant;A1039352;Rowland;Berlin;Brandenburg;Germany;735336;Wine-Beer;section;casual;5;no_accessibility;f;none;none;Mexican;"07:30-23:30;";07:30;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10399;P.j. Clarke''s East;A1095845;Sommers;Berlin;Brandenburg;Germany;80602;No_Alcohol_Served;not permitted;informal;4;partially;t;none;none;Mexican;"07:30-23:30;";07:30;23:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10400;San Remo Pizza;A1087833;Oxford;Berlin;Brandenburg;Germany;475402;Wine-Beer;none;informal;2;no_accessibility;f;none;none;Bar;"13:00-18:00;";13:00;18:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10401;Younger''s;A1059165;Schurz;Berlin;Brandenburg;Germany;932762;No_Alcohol_Served;permitted;informal;5;completely;t;none;none;Chinese;"13:00-23:00;";13:00;23:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;5
