"SALESORDERID","CREATEDBY","CREATEDAT","CHANGEDBY","CHANGEDAT","FISCVARIANT","FISCALYEARPERIOD","NOTEID","PARTNERID","SALESORG","CURRENCY","GROSSAMOUNT","NETAMOUNT","TAXAMOUNT","LIFECYCLESTATUS","BILLINGSTATUS","DELIVERYSTATUS"
"0500002005","0000000017","2018-09-06","0000000017","2018-09-07","K4","2018009","","100000035","EMEA","USD",31666.49,28148.00,3518.49,"","","C"
"0500002006","0000000013","2018-09-07","0000000013","2018-09-09","K4","2018009","","100000030","AMER","USD",164543.62,146261.00,18282.62,"","","C"
"0500002007","0000000025","2018-09-08","0000000025","2018-09-11","K4","2018009","","100000023","APJ","USD",103645.12,92129.00,11516.12,"","","C"
"0500002008","0000000021","2018-09-09","0000000021","2018-09-10","K4","2018009","","100000035","EMEA","USD",100678.48,89492.00,11186.48,"","","C"
"0500002009","0000000011","2018-09-09","0000000011","2018-09-12","K4","2018009","","100000003","AMER","USD",24296.62,21597.00,2699.62,"","","C"
"0500002010","0000000022","2018-09-10","0000000022","2018-09-11","K4","2018009","","100000026","EMEA","USD",43502.62,38669.00,4833.62,"","","C"
"0500002011","0000000026","2018-09-11","0000000026","2018-09-13","K4","2018009","","100000021","APJ","USD",34395.74,30574.00,3821.74,"","","C"
"0500002012","0000000024","2018-09-11","0000000024","2018-09-12","K4","2018009","","100000015","APJ","USD",40035.37,35587.00,4448.37,"","","C"
"0500002013","0000000025","2018-09-11","0000000025","2018-09-13","K4","2018009","","100000019","APJ","USD",80850.35,71867.00,8983.35,"","","C"
"0500002014","0000000014","2018-09-11","0000000014","2018-09-14","K4","2018009","","100000004","AMER","USD",151403.62,134581.00,16822.62,"","","C"
"0500002015","0000000026","2018-09-12","0000000026","2018-09-15","K4","2018009","","100000023","APJ","USD",12251.25,10890.00,1361.25,"","","C"
"0500002016","0000000024","2018-09-12","0000000024","2018-09-14","K4","2018009","","100000016","APJ","USD",16634.24,14786.00,1848.24,"","","C"
"0500002017","0000000026","2018-09-13","0000000026","2018-09-15","K4","2018009","","100000018","APJ","USD",116303.61,103381.00,12922.61,"","","C"
"0500002018","0000000026","2018-09-13","0000000026","2018-09-14","K4","2018009","","100000021","APJ","USD",59806.11,53161.00,6645.11,"","","C"
"0500002019","0000000025","2018-09-13","0000000025","2018-09-15","K4","2018009","","100000018","APJ","USD",73183.48,65052.00,8131.48,"","","C"
"0500002020","0000000016","2018-09-14","0000000016","2018-09-15","K4","2018009","","100000027","EMEA","USD",65230.87,57983.00,7247.87,"","","C"
"0500002021","0000000015","2018-09-14","0000000015","2018-09-16","K4","2018009","","100000005","EMEA","USD",717.75,638.00,79.75,"","","C"
"0500002022","0000000023","2018-09-14","0000000023","2018-09-15","K4","2018009","","100000013","EMEA","USD",16586.99,14744.00,1842.99,"","","C"
"0500002023","0000000021","2018-09-14","0000000021","2018-09-15","K4","2018009","","100000029","EMEA","USD",46997.99,41776.00,5221.99,"","","C"
"0500002024","0000000018","2018-09-15","0000000018","2018-09-16","K4","2018009","","100000025","EMEA","USD",108211.49,96188.00,12023.49,"","","C"
"0500002025","0000000027","2018-09-16","0000000027","2018-09-18","K4","2018009","","100000016","APJ","USD",58660.87,52143.00,6517.87,"","","C"
"0500002026","0000000021","2018-09-16","0000000021","2018-09-18","K4","2018009","","100000037","EMEA","USD",139234.49,123764.00,15470.49,"","","C"
"0500002027","0000000027","2018-09-16","0000000027","2018-09-19","K4","2018009","","100000019","APJ","USD",83632.49,74340.00,9292.49,"","","C"
"0500002028","0000000004","2018-09-16","0000000004","2018-09-17","K4","2018009","","100000023","APJ","USD",165448.11,147065.00,18383.11,"","","C"
"0500002029","0000000010","2018-09-16","0000000010","2018-09-19","K4","2018009","","100000003","AMER","USD",68983.87,61319.00,7664.87,"","","C"
"0500002030","0000000004","2018-09-16","0000000004","2018-09-19","K4","2018009","","100000017","APJ","USD",154078.85,136959.00,17119.85,"","","C"
"0500002031","0000000009","2018-09-17","0000000009","2018-09-18","K4","2018009","","100000004","AMER","USD",118859.61,105653.00,13206.61,"","","C"
"0500002032","0000000027","2018-09-17","0000000027","2018-09-18","K4","2018009","","100000019","APJ","USD",97606.12,86761.00,10845.12,"","","C"
"0500002033","0000000023","2018-09-17","0000000023","2018-09-20","K4","2018009","","100000027","EMEA","USD",59322.37,52731.00,6591.37,"","","C"
"0500002034","0000000011","2018-09-18","0000000011","2018-09-21","K4","2018009","","100000000","AMER","USD",117631.11,104561.00,13070.11,"","","C"
"0500002035","0000000017","2018-09-18","0000000017","2018-09-20","K4","2018009","","100000027","EMEA","USD",151993.11,135105.00,16888.11,"","","C"
"0500002036","0000000025","2018-09-18","0000000025","2018-09-21","K4","2018009","","100000022","APJ","USD",18232.87,16207.00,2025.87,"","","C"
"0500002037","0000000020","2018-09-18","0000000020","2018-09-20","K4","2018009","","100000038","EMEA","USD",155974.49,138644.00,17330.49,"","","C"
"0500002038","0000000003","2018-09-18","0000000003","2018-09-19","K4","2018009","","100000038","EMEA","USD",53925.75,47934.00,5991.75,"","","C"
"0500002039","0000000023","2018-09-18","0000000023","2018-09-19","K4","2018009","","100000038","EMEA","USD",109085.61,96965.00,12120.61,"","","C"
"0500002040","0000000024","2018-09-19","0000000024","2018-09-20","K4","2018009","","100000020","APJ","USD",91267.86,81127.00,10140.86,"","","C"
"0500002041","0000000024","2018-09-20","0000000024","2018-09-23","K4","2018009","","100000020","APJ","USD",107062.86,95167.00,11895.86,"","","C"
"0500002042","0000000027","2018-09-21","0000000027","2018-09-23","K4","2018009","","100000018","APJ","USD",1705.50,1516.00,189.50,"","","C"
"0500002043","0000000015","2018-09-22","0000000015","2018-09-23","K4","2018009","","100000007","EMEA","USD",46932.75,41718.00,5214.75,"","","C"
"0500002044","0000000015","2018-09-22","0000000015","2018-09-24","K4","2018009","","100000006","EMEA","USD",60941.25,54170.00,6771.25,"","","C"
"0500002045","0000000021","2018-09-23","0000000021","2018-09-25","K4","2018009","","100000038","EMEA","USD",175209.72,155742.00,19467.72,"","","C"
"0500002046","0000000016","2018-09-23","0000000016","2018-09-26","K4","2018009","","100000028","EMEA","USD",17718.75,15750.00,1968.75,"","","C"
"0500002047","0000000015","2018-09-24","0000000015","2018-09-27","K4","2018009","","100000029","EMEA","USD",181068.75,160950.00,20118.75,"","","X"
"0500002048","0000000003","2018-09-24","0000000003","2018-09-27","K4","2018009","","100000012","EMEA","USD",57230.99,50872.00,6358.99,"","","C"
"0500002049","0000000012","2018-09-24","0000000012","2018-09-27","K4","2018009","","100000030","AMER","USD",95376.37,84779.00,10597.37,"","","X"
"0500002050","0000000006","2018-09-24","0000000006","2018-09-26","K4","2018009","","100000038","EMEA","USD",67907.24,60362.00,7545.24,"","","C"
"0500002051","0000000026","2018-09-24","0000000026","2018-09-26","K4","2018009","","100000020","APJ","USD",32771.25,29130.00,3641.25,"","","C"
"0500002052","0000000006","2018-09-24","0000000006","2018-09-25","K4","2018009","","100000009","EMEA","USD",63857.24,56762.00,7095.24,"","","C"
"0500002053","0000000015","2018-09-24","0000000015","2018-09-25","K4","2018009","","100000036","EMEA","USD",82606.49,73428.00,9178.49,"","","C"
"0500002054","0000000025","2018-09-24","0000000025","2018-09-27","K4","2018009","","100000016","APJ","USD",40489.87,35991.00,4498.87,"","","C"
"0500002055","0000000026","2018-09-25","0000000026","2018-09-28","K4","2018009","","100000023","APJ","USD",88638.75,78790.00,9848.75,"","","C"
"0500002056","0000000014","2018-09-26","0000000014","2018-09-29","K4","2018009","","100000002","AMER","USD",61085.24,54298.00,6787.24,"","","C"
"0500002057","0000000006","2018-09-27","0000000006","2018-09-30","K4","2018009","","100000039","EMEA","USD",149432.62,132829.00,16603.62,"","","C"
"0500002058","0000000024","2018-09-28","0000000024","2018-09-29","K4","2018009","","100000017","APJ","USD",69308.99,61608.00,7700.99,"","","C"
"0500002059","0000000010","2018-09-29","0000000010","2018-10-02","K4","2018009","","100000002","AMER","USD",41411.22,36810.00,4601.22,"","","C"
"0500002060","0000000024","2018-09-30","0000000024","2018-10-03","K4","2018009","","100000016","APJ","USD",121658.60,108141.00,13517.60,"","","C"
"0500002061","0000000025","2018-10-01","0000000025","2018-10-04","K4","2018010","","100000017","APJ","USD",30931.87,27495.00,3436.87,"","","C"
"0500002062","0000000024","2018-10-02","0000000024","2018-10-05","K4","2018010","","100000020","APJ","USD",171392.61,152349.00,19043.61,"","","C"
"0500002063","0000000011","2018-10-02","0000000011","2018-10-03","K4","2018010","","100000002","AMER","USD",13385.25,11898.00,1487.25,"","","C"
"0500002064","0000000023","2018-10-02","0000000023","2018-10-05","K4","2018010","","100000008","EMEA","USD",131197.48,116620.00,14577.48,"","","C"
"0500002065","0000000010","2018-10-03","0000000010","2018-10-06","K4","2018010","","100000033","AMER","USD",128464.87,114191.00,14273.87,"","","C"
"0500002066","0000000019","2018-10-03","0000000019","2018-10-04","K4","2018010","","100000037","EMEA","USD",64123.87,56999.00,7124.87,"","","C"
"0500002067","0000000017","2018-10-03","0000000017","2018-10-06","K4","2018010","","100000014","EMEA","USD",135780.74,120694.00,15086.74,"","","C"
"0500002068","0000000023","2018-10-04","0000000023","2018-10-05","K4","2018010","","100000008","EMEA","USD",29207.24,25962.00,3245.24,"","","C"
"0500002069","0000000007","2018-10-05","0000000007","2018-10-07","K4","2018010","","100000001","AMER","USD",4937.62,4389.00,548.62,"","","C"
"0500002070","0000000018","2018-10-05","0000000018","2018-10-08","K4","2018010","","100000029","EMEA","USD",101293.84,90039.00,11254.84,"","","C"
"0500002071","0000000025","2018-10-06","0000000025","2018-10-08","K4","2018010","","100000022","APJ","USD",30075.74,26734.00,3341.74,"","","C"
"0500002072","0000000020","2018-10-06","0000000020","2018-10-09","K4","2018010","","100000007","EMEA","USD",52761.37,46899.00,5862.37,"","","C"
"0500002073","0000000027","2018-10-06","0000000027","2018-10-09","K4","2018010","","100000018","APJ","USD",89086.49,79188.00,9898.49,"","","C"
"0500002074","0000000009","2018-10-07","0000000009","2018-10-08","K4","2018010","","100000004","AMER","USD",212142.37,188571.00,23571.37,"","","C"
"0500002075","0000000027","2018-10-08","0000000027","2018-10-10","K4","2018010","","100000019","APJ","USD",95356.12,84761.00,10595.12,"","","C"
"0500002076","0000000020","2018-10-09","0000000020","2018-10-11","K4","2018010","","100000036","EMEA","USD",225903.37,200803.00,25100.37,"","","C"
"0500002077","0000000017","2018-10-10","0000000017","2018-10-12","K4","2018010","","100000029","EMEA","USD",72934.87,64831.00,8103.87,"","","C"
"0500002078","0000000020","2018-10-10","0000000020","2018-10-13","K4","2018010","","100000005","EMEA","USD",45294.74,40262.00,5032.74,"","","C"
"0500002079","0000000024","2018-10-10","0000000024","2018-10-11","K4","2018010","","100000024","APJ","USD",116726.61,103757.00,12969.61,"","","C"
"0500002080","0000000012","2018-10-11","0000000012","2018-10-13","K4","2018010","","100000000","AMER","USD",10125.00,9000.00,1125.00,"","","C"
"0500002081","0000000006","2018-10-11","0000000006","2018-10-13","K4","2018010","","100000039","EMEA","USD",123584.62,109853.00,13731.62,"","","X"
"0500002082","0000000012","2018-10-11","0000000012","2018-10-14","K4","2018010","","100000002","AMER","USD",88485.73,78654.00,9831.73,"","","C"
"0500002083","0000000007","2018-10-12","0000000007","2018-10-13","K4","2018010","","100000034","AMER","USD",164893.48,146572.00,18321.48,"","","C"
"0500002084","0000000012","2018-10-13","0000000012","2018-10-16","K4","2018010","","100000000","AMER","USD",59159.25,52586.00,6573.25,"","","C"
"0500002085","0000000009","2018-10-13","0000000009","2018-10-15","K4","2018010","","100000034","AMER","USD",54428.62,48381.00,6047.62,"","","C"
"0500002086","0000000025","2018-10-13","0000000025","2018-10-15","K4","2018010","","100000017","APJ","USD",80626.49,71668.00,8958.49,"","","C"
"0500002087","0000000027","2018-10-14","0000000027","2018-10-15","K4","2018010","","100000024","APJ","USD",83479.49,74204.00,9275.49,"","","C"
"0500002088","0000000016","2018-10-15","0000000016","2018-10-18","K4","2018010","","100000027","EMEA","USD",95376.36,84779.00,10597.36,"","","C"
"0500002089","0000000013","2018-10-15","0000000013","2018-10-17","K4","2018010","","100000030","AMER","USD",88613.99,78768.00,9845.99,"","","C"
"0500002090","0000000011","2018-10-16","0000000011","2018-10-19","K4","2018010","","100000032","AMER","USD",77038.87,68479.00,8559.87,"","","C"
"0500002091","0000000011","2018-10-16","0000000011","2018-10-18","K4","2018010","","100000002","AMER","USD",61004.24,54226.00,6778.24,"","","C"
"0500002092","0000000020","2018-10-17","0000000020","2018-10-18","K4","2018010","","100000025","EMEA","USD",98945.97,87952.00,10993.97,"","","C"
"0500002093","0000000026","2018-10-17","0000000026","2018-10-18","K4","2018010","","100000018","APJ","USD",61862.62,54989.00,6873.62,"","","C"
"0500002094","0000000024","2018-10-18","0000000024","2018-10-19","K4","2018010","","100000021","APJ","USD",15522.75,13798.00,1724.75,"","","C"
"0500002095","0000000017","2018-10-18","0000000017","2018-10-21","K4","2018010","","100000014","EMEA","USD",59691.37,53059.00,6632.37,"","","C"
"0500002096","0000000006","2018-10-18","0000000006","2018-10-19","K4","2018010","","100000027","EMEA","USD",55213.86,49079.00,6134.86,"","","X"
"0500002097","0000000012","2018-10-19","0000000012","2018-10-20","K4","2018010","","100000032","AMER","USD",63648.00,56576.00,7072.00,"","","C"
"0500002098","0000000027","2018-10-20","0000000027","2018-10-23","K4","2018010","","100000020","APJ","USD",161303.61,143381.00,17922.61,"","","C"
"0500002099","0000000012","2018-10-20","0000000012","2018-10-23","K4","2018010","","100000030","AMER","USD",86048.99,76488.00,9560.99,"","","C"
"0500002100","0000000017","2018-10-20","0000000017","2018-10-23","K4","2018010","","100000011","EMEA","USD",108070.86,96063.00,12007.86,"","","C"
"0500002101","0000000019","2018-10-21","0000000019","2018-10-22","K4","2018010","","100000010","EMEA","USD",83172.36,73931.00,9241.36,"","","C"
"0500002102","0000000017","2018-10-21","0000000017","2018-10-24","K4","2018010","","100000026","EMEA","USD",149734.12,133097.00,16637.12,"","","C"
"0500002103","0000000004","2018-10-22","0000000004","2018-10-24","K4","2018010","","100000020","APJ","USD",90774.00,80688.00,10086.00,"","","C"
"0500002104","0000000007","2018-10-22","0000000007","2018-10-24","K4","2018010","","100000030","AMER","USD",15284.25,13586.00,1698.25,"","","C"
"0500002105","0000000014","2018-10-23","0000000014","2018-10-25","K4","2018010","","100000030","AMER","USD",30416.61,27037.00,3379.61,"","","C"
"0500002106","0000000015","2018-10-23","0000000015","2018-10-25","K4","2018010","","100000007","EMEA","USD",52066.12,46281.00,5785.12,"","","C"
"0500002107","0000000004","2018-10-23","0000000004","2018-10-26","K4","2018010","","100000015","APJ","USD",74407.49,66140.00,8267.49,"","","C"
"0500002108","0000000009","2018-10-24","0000000009","2018-10-25","K4","2018010","","100000031","AMER","USD",10363.49,9212.00,1151.49,"","","C"
"0500002109","0000000024","2018-10-24","0000000024","2018-10-25","K4","2018010","","100000016","APJ","USD",75628.12,67225.00,8403.12,"","","C"
"0500002110","0000000025","2018-10-25","0000000025","2018-10-28","K4","2018010","","100000024","APJ","USD",157728.36,140203.00,17525.36,"","","X"
"0500002111","0000000027","2018-10-25","0000000027","2018-10-28","K4","2018010","","100000024","APJ","USD",67767.74,60238.00,7529.74,"","","C"
"0500002112","0000000016","2018-10-26","0000000016","2018-10-29","K4","2018010","","100000027","EMEA","USD",9445.50,8396.00,1049.50,"","","C"
"0500002113","0000000021","2018-10-27","0000000021","2018-10-28","K4","2018010","","100000008","EMEA","USD",13588.87,12079.00,1509.87,"","","C"
"0500002114","0000000013","2018-10-28","0000000013","2018-10-30","K4","2018010","","100000034","AMER","USD",144292.48,128260.00,16032.48,"","","C"
"0500002115","0000000021","2018-10-29","0000000021","2018-10-31","K4","2018010","","100000009","EMEA","USD",75938.60,67501.00,8437.60,"","","C"
"0500002116","0000000014","2018-10-30","0000000014","2018-10-31","K4","2018010","","100000033","AMER","USD",40162.50,35700.00,4462.50,"","","C"
"0500002117","0000000022","2018-10-31","0000000022","2018-11-01","K4","2018010","","100000011","EMEA","USD",27679.50,24604.00,3075.50,"","","C"
"0500002118","0000000009","2018-10-31","0000000009","2018-11-03","K4","2018010","","100000031","AMER","USD",46592.98,41416.00,5176.98,"","","C"
"0500002119","0000000018","2018-11-01","0000000018","2018-11-02","K4","2018011","","100000012","EMEA","USD",89603.98,79648.00,9955.98,"","","C"
"0500002120","0000000007","2018-11-01","0000000007","2018-11-02","K4","2018011","","100000001","AMER","USD",79807.49,70940.00,8867.49,"","","P"
"0500002121","0000000021","2018-11-02","0000000021","2018-11-03","K4","2018011","","100000005","EMEA","USD",44281.12,39361.00,4920.12,"","","C"
"0500002122","0000000025","2018-11-02","0000000025","2018-11-05","K4","2018011","","100000022","APJ","USD",82700.99,73512.00,9188.99,"","","C"
"0500002123","0000000009","2018-11-03","0000000009","2018-11-06","K4","2018011","","100000031","AMER","USD",106632.00,94784.00,11848.00,"","","C"
"0500002124","0000000014","2018-11-03","0000000014","2018-11-04","K4","2018011","","100000003","AMER","USD",3027.37,2691.00,336.37,"","","C"
"0500002125","0000000007","2018-11-03","0000000007","2018-11-06","K4","2018011","","100000003","AMER","USD",88015.49,78236.00,9779.49,"","","C"
"0500002126","0000000018","2018-11-04","0000000018","2018-11-07","K4","2018011","","100000009","EMEA","USD",23828.62,21181.00,2647.62,"","","C"
"0500002127","0000000009","2018-11-05","0000000009","2018-11-07","K4","2018011","","100000033","AMER","USD",2525.62,2245.00,280.62,"","","X"
"0500002128","0000000009","2018-11-06","0000000009","2018-11-08","K4","2018011","","100000034","AMER","USD",90775.12,80689.00,10086.12,"","","C"
"0500002129","0000000020","2018-11-06","0000000020","2018-11-08","K4","2018011","","100000006","EMEA","USD",21929.62,19493.00,2436.62,"","","C"
"0500002130","0000000027","2018-11-07","0000000027","2018-11-08","K4","2018011","","100000020","APJ","USD",91212.74,81078.00,10134.74,"","","P"
"0500002131","0000000025","2018-11-08","0000000025","2018-11-11","K4","2018011","","100000021","APJ","USD",33683.62,29941.00,3742.62,"","","P"
"0500002132","0000000003","2018-11-09","0000000003","2018-11-10","K4","2018011","","100000035","EMEA","USD",48867.74,43438.00,5429.74,"","","C"
"0500002133","0000000027","2018-11-09","0000000027","2018-11-11","K4","2018011","","100000016","APJ","USD",24278.61,21581.00,2697.61,"","","C"
"0500002134","0000000018","2018-11-10","0000000018","2018-11-12","K4","2018011","","100000010","EMEA","USD",92814.74,82502.00,10312.74,"","","C"
"0500002135","0000000007","2018-11-10","0000000007","2018-11-12","K4","2018011","","100000002","AMER","USD",20548.12,18265.00,2283.12,"","","C"
"0500002136","0000000023","2018-11-11","0000000023","2018-11-12","K4","2018011","","100000038","EMEA","USD",34922.24,31042.00,3880.24,"","","C"
"0500002137","0000000009","2018-11-11","0000000009","2018-11-13","K4","2018011","","100000003","AMER","USD",63699.73,56622.00,7077.73,"","","C"
"0500002138","0000000022","2018-11-11","0000000022","2018-11-12","K4","2018011","","100000026","EMEA","USD",92674.12,82377.00,10297.12,"","","C"
"0500002139","0000000026","2018-11-11","0000000026","2018-11-14","K4","2018011","","100000017","APJ","USD",105464.24,93746.00,11718.24,"","","C"
"0500002140","0000000006","2018-11-12","0000000006","2018-11-13","K4","2018011","","100000006","EMEA","USD",85389.74,75902.00,9487.74,"","","C"
"0500002141","0000000017","2018-11-12","0000000017","2018-11-15","K4","2018011","","100000006","EMEA","USD",41882.61,37229.00,4653.61,"","","C"
"0500002142","0000000004","2018-11-13","0000000004","2018-11-15","K4","2018011","","100000021","APJ","USD",103739.61,92213.00,11526.61,"","","C"
"0500002143","0000000026","2018-11-14","0000000026","2018-11-15","K4","2018011","","100000023","APJ","USD",27539.99,24480.00,3059.99,"","","C"
"0500002144","0000000006","2018-11-14","0000000006","2018-11-16","K4","2018011","","100000027","EMEA","USD",71638.86,63679.00,7959.86,"","","C"
"0500002145","0000000010","2018-11-15","0000000010","2018-11-16","K4","2018011","","100000032","AMER","USD",74779.87,66471.00,8308.87,"","","C"
"0500002146","0000000006","2018-11-16","0000000006","2018-11-18","K4","2018011","","100000014","EMEA","USD",216454.49,192404.00,24050.49,"","","C"
"0500002147","0000000019","2018-11-16","0000000019","2018-11-18","K4","2018011","","100000026","EMEA","USD",168079.49,149404.00,18675.49,"","","C"
"0500002148","0000000026","2018-11-17","0000000026","2018-11-20","K4","2018011","","100000017","APJ","USD",49215.36,43747.00,5468.36,"","","C"
"0500002149","0000000023","2018-11-17","0000000023","2018-11-18","K4","2018011","","100000027","EMEA","USD",174386.24,155010.00,19376.24,"","","C"
"0500002150","0000000011","2018-11-17","0000000011","2018-11-20","K4","2018011","","100000000","AMER","USD",54298.11,48265.00,6033.11,"","","C"
"0500002151","0000000027","2018-11-18","0000000027","2018-11-19","K4","2018011","","100000015","APJ","USD",53876.24,47890.00,5986.24,"","","C"
"0500002152","0000000012","2018-11-19","0000000012","2018-11-20","K4","2018011","","100000033","AMER","USD",208076.61,184957.00,23119.61,"","","C"
"0500002153","0000000009","2018-11-20","0000000009","2018-11-23","K4","2018011","","100000030","AMER","USD",24214.49,21524.00,2690.49,"","","C"
"0500002154","0000000018","2018-11-20","0000000018","2018-11-23","K4","2018011","","100000025","EMEA","USD",16130.24,14338.00,1792.24,"","","P"
"0500002155","0000000020","2018-11-20","0000000020","2018-11-21","K4","2018011","","100000005","EMEA","USD",55888.87,49679.00,6209.87,"","","C"
"0500002156","0000000006","2018-11-20","0000000006","2018-11-22","K4","2018011","","100000010","EMEA","USD",43617.36,38771.00,4846.36,"","","C"
"0500002157","0000000014","2018-11-21","0000000014","2018-11-22","K4","2018011","","100000030","AMER","USD",26277.74,23358.00,2919.74,"","","C"
"0500002158","0000000023","2018-11-22","0000000023","2018-11-23","K4","2018011","","100000010","EMEA","USD",48811.47,43388.00,5423.47,"","","C"
"0500002159","0000000019","2018-11-23","0000000019","2018-11-25","K4","2018011","","100000013","EMEA","USD",46970.99,41752.00,5218.99,"","","C"
"0500002160","0000000016","2018-11-24","0000000016","2018-11-26","K4","2018011","","100000007","EMEA","USD",99301.48,88268.00,11033.48,"","","C"
"0500002161","0000000022","2018-11-25","0000000022","2018-11-27","K4","2018011","","100000038","EMEA","USD",77490.00,68880.00,8610.00,"","","C"
"0500002162","0000000024","2018-11-26","0000000024","2018-11-28","K4","2018011","","100000020","APJ","USD",52501.49,46668.00,5833.49,"","","C"
"0500002163","0000000026","2018-11-27","0000000026","2018-11-29","K4","2018011","","100000018","APJ","USD",53079.75,47182.00,5897.75,"","","C"
"0500002164","0000000022","2018-11-28","0000000022","2018-11-29","K4","2018011","","100000005","EMEA","USD",4494.37,3995.00,499.37,"","","C"
"0500002165","0000000007","2018-11-28","0000000007","2018-12-01","K4","2018011","","100000032","AMER","USD",126424.09,112377.00,14047.09,"","","C"
"0500002166","0000000023","2018-11-28","0000000023","2018-11-29","K4","2018011","","100000013","EMEA","USD",4039.87,3591.00,448.87,"","","C"
"0500002167","0000000017","2018-11-28","0000000017","2018-12-01","K4","2018011","","100000037","EMEA","USD",123494.61,109773.00,13721.61,"","","C"
"0500002168","0000000013","2018-11-28","0000000013","2018-11-30","K4","2018011","","100000004","AMER","USD",42057.00,37384.00,4673.00,"","","C"
"0500002169","0000000026","2018-11-29","0000000026","2018-11-30","K4","2018011","","100000018","APJ","USD",5386.50,4788.00,598.50,"","","C"
"0500002170","0000000019","2018-11-29","0000000019","2018-12-02","K4","2018011","","100000012","EMEA","USD",61742.24,54882.00,6860.24,"","","C"
"0500002171","0000000011","2018-11-30","0000000011","2018-12-01","K4","2018011","","100000002","AMER","USD",94503.36,84003.00,10500.36,"","","P"
"0500002172","0000000011","2018-12-01","0000000011","2018-12-02","K4","2018012","","100000030","AMER","USD",112136.62,99677.00,12459.62,"","","C"
"0500002173","0000000016","2018-12-02","0000000016","2018-12-04","K4","2018012","","100000011","EMEA","USD",191671.87,170375.00,21296.87,"","","C"
"0500002174","0000000025","2018-12-03","0000000025","2018-12-05","K4","2018012","","100000017","APJ","USD",44137.11,39233.00,4904.11,"","","C"
"0500002175","0000000025","2018-12-04","0000000025","2018-12-07","K4","2018012","","100000019","APJ","USD",19679.62,17493.00,2186.62,"","","C"
"0500002176","0000000025","2018-12-04","0000000025","2018-12-06","K4","2018012","","100000020","APJ","USD",102927.37,91491.00,11436.37,"","","C"
"0500002177","0000000019","2018-12-05","0000000019","2018-12-06","K4","2018012","","100000006","EMEA","USD",45890.98,40792.00,5098.98,"","","C"
"0500002178","0000000025","2018-12-05","0000000025","2018-12-08","K4","2018012","","100000018","APJ","USD",219804.73,195382.00,24422.73,"","","C"
"0500002179","0000000004","2018-12-06","0000000004","2018-12-07","K4","2018012","","100000021","APJ","USD",205620.74,182774.00,22846.74,"","","C"
"0500002180","0000000017","2018-12-07","0000000017","2018-12-10","K4","2018012","","100000007","EMEA","USD",44355.37,39427.00,4928.37,"","","C"
"0500002181","0000000017","2018-12-07","0000000017","2018-12-09","K4","2018012","","100000007","EMEA","USD",61945.85,55063.00,6882.85,"","","C"
"0500002182","0000000022","2018-12-07","0000000022","2018-12-10","K4","2018012","","100000005","EMEA","USD",41836.47,37188.00,4648.47,"","","C"
"0500002183","0000000017","2018-12-07","0000000017","2018-12-09","K4","2018012","","100000025","EMEA","USD",188611.86,167655.00,20956.86,"","","C"
"0500002184","0000000025","2018-12-07","0000000025","2018-12-09","K4","2018012","","100000018","APJ","USD",68654.24,61026.00,7628.24,"","","C"
"0500002185","0000000020","2018-12-07","0000000020","2018-12-08","K4","2018012","","100000028","EMEA","USD",81332.99,72296.00,9036.99,"","","C"
"0500002186","0000000023","2018-12-08","0000000023","2018-12-11","K4","2018012","","100000005","EMEA","USD",12596.62,11197.00,1399.62,"","","C"
"0500002187","0000000012","2018-12-08","0000000012","2018-12-10","K4","2018012","","100000032","AMER","USD",4650.75,4134.00,516.75,"","","C"
"0500002188","0000000015","2018-12-09","0000000015","2018-12-11","K4","2018012","","100000025","EMEA","USD",64329.75,57182.00,7147.75,"","","C"
"0500002189","0000000013","2018-12-10","0000000013","2018-12-11","K4","2018012","","100000003","AMER","USD",41339.24,36746.00,4593.24,"","","C"
"0500002190","0000000024","2018-12-11","0000000024","2018-12-12","K4","2018012","","100000022","APJ","USD",7528.50,6692.00,836.50,"","","C"
"0500002191","0000000015","2018-12-11","0000000015","2018-12-14","K4","2018012","","100000028","EMEA","USD",4046.62,3597.00,449.62,"","","C"
"0500002192","0000000027","2018-12-11","0000000027","2018-12-14","K4","2018012","","100000019","APJ","USD",26878.50,23892.00,2986.50,"","","C"
"0500002193","0000000015","2018-12-12","0000000015","2018-12-15","K4","2018012","","100000039","EMEA","USD",94600.11,84089.00,10511.11,"","","X"
"0500002194","0000000010","2018-12-13","0000000010","2018-12-16","K4","2018012","","100000030","AMER","USD",29355.75,26094.00,3261.75,"","","C"
"0500002195","0000000014","2018-12-14","0000000014","2018-12-17","K4","2018012","","100000004","AMER","USD",156237.73,138878.00,17359.73,"","","C"
"0500002196","0000000018","2018-12-15","0000000018","2018-12-16","K4","2018012","","100000035","EMEA","USD",124991.99,111104.00,13887.99,"","","C"
"0500002197","0000000024","2018-12-16","0000000024","2018-12-18","K4","2018012","","100000022","APJ","USD",31828.49,28292.00,3536.49,"","","C"
"0500002198","0000000026","2018-12-16","0000000026","2018-12-19","K4","2018012","","100000021","APJ","USD",72663.74,64590.00,8073.74,"","","C"
"0500002199","0000000011","2018-12-16","0000000011","2018-12-19","K4","2018012","","100000033","AMER","USD",10786.50,9588.00,1198.50,"","","C"
"0500002200","0000000019","2018-12-16","0000000019","2018-12-19","K4","2018012","","100000027","EMEA","USD",126377.99,112336.00,14041.99,"","","C"
