"SALESORDERID","SALESORDERITEM","PRODUCTID","NOTEID","CURRENCY","GROSSAMOUNT","NETAMOUNT","TAXAMOUNT","IETMATPSTATUS","OPITEMPOS","QUANTITY","QUANTITYUNIT","EXPECTEDDELIVERYDATE"
"0500001911","0000000030","RC-1054","","USD",37118.25,32994.00,4124.25,"I","",6,"EA","2018-08-24"
"0500001911","0000000020","MB-1033","","USD",44988.75,39990.00,4998.75,"I","",10,"EA","2018-08-24"
"0500001911","0000000040","CB-1163","","USD",2916.00,2592.00,324.00,"I","",9,"EA","2018-08-24"
"0500001911","0000000050","HB-1171","","USD",6291.00,5592.00,699.00,"I","",8,"EA","2018-08-24"
"0500001911","0000000080","RC-1055","","USD",13493.25,11994.00,1499.25,"I","",6,"EA","2018-08-24"
"0500001912","0000000010","BX-1011","","USD",3081.37,2739.00,342.37,"I","",11,"EA","2018-09-06"
"0500001912","0000000070","BX-1013","","USD",4546.12,4041.00,505.12,"I","",9,"EA","2018-09-06"
"0500001912","0000000090","HB-1172","","USD",5393.25,4794.00,599.25,"I","",6,"EA","2018-09-06"
"0500001912","0000000060","RC-1051","","USD",2811.37,2499.00,312.37,"I","",1,"EA","2018-09-06"
"0500001912","0000000040","CC-1023","","USD",7655.62,6805.00,850.62,"I","",5,"EA","2018-09-06"
"0500001912","0000000080","RC-1054","","USD",49491.00,43992.00,5499.00,"I","",8,"EA","2018-09-06"
"0500001912","0000000050","MB-1033","","USD",17995.50,15996.00,1999.50,"I","",4,"EA","2018-09-06"
"0500001912","0000000030","CB-1163","","USD",3240.00,2880.00,360.00,"I","",10,"EA","2018-09-06"
"0500001912","0000000020","EB-1131","","USD",1687.50,1500.00,187.50,"I","",1,"EA","2018-09-06"
"0500001912","0000000100","HB-1174","","USD",852.75,758.00,94.75,"I","",2,"EA","2018-09-06"
"0500001913","0000000010","RO-1001","","USD",5906.25,5250.00,656.25,"I","",10,"EA","2018-08-28"
"0500001913","0000000030","MB-1031","","USD",8761.50,7788.00,973.50,"I","",12,"EA","2018-08-28"
"0500001913","0000000020","RC-1056","","USD",11245.50,9996.00,1249.50,"I","",4,"EA","2018-08-28"
"0500001914","0000000010","CC-1021","","USD",14157.00,12584.00,1573.00,"I","",11,"EA","2018-09-03"
"0500001914","0000000030","CB-1161","","USD",2693.25,2394.00,299.25,"I","",6,"EA","2018-09-03"
"0500001914","0000000020","CC-1022","","USD",9450.00,8400.00,1050.00,"I","",7,"EA","2018-09-03"
"0500001915","0000000010","RC-1054","","USD",12372.75,10998.00,1374.75,"I","",2,"EA","2018-09-07"
"0500001916","0000000010","DB-1081","","USD",18550.12,16489.00,2061.12,"I","",11,"EA","2018-08-29"
"0500001917","0000000010","BX-1013","","USD",4546.12,4041.00,505.12,"I","",9,"EA","2018-09-01"
"0500001917","0000000030","HB-1175","","USD",2022.75,1798.00,224.75,"I","",2,"EA","2018-09-01"
"0500001917","0000000020","EB-1131","","USD",3375.00,3000.00,375.00,"I","",2,"EA","2018-09-01"
"0500001918","0000000010","BX-1015","","USD",336.37,299.00,37.37,"I","",1,"EA","2018-09-01"
"0500001918","0000000060","EB-1132","","USD",19237.50,17100.00,2137.50,"I","",9,"EA","2018-09-01"
"0500001918","0000000050","CB-1161","","USD",2693.25,2394.00,299.25,"I","",6,"EA","2018-09-01"
"0500001918","0000000020","RC-1052","","USD",35991.00,31992.00,3999.00,"I","",8,"EA","2018-09-01"
"0500001918","0000000040","HB-1174","","USD",2558.25,2274.00,284.25,"I","",6,"EA","2018-09-01"
"0500001918","0000000030","DB-1083","","USD",13488.75,11990.00,1498.75,"I","",10,"EA","2018-09-01"
"0500001919","0000000010","MB-1031","","USD",4380.75,3894.00,486.75,"I","",6,"EA","2018-08-27"
"0500001919","0000000020","MB-1032","","USD",16075.12,14289.00,1786.12,"I","",11,"EA","2018-08-27"
"0500001919","0000000040","MB-1034","","USD",30925.12,27489.00,3436.12,"I","",11,"EA","2018-08-27"
"0500001919","0000000060","CB-1161","","USD",1346.62,1197.00,149.62,"I","",3,"EA","2018-08-27"
"0500001919","0000000030","HB-1171","","USD",3145.50,2796.00,349.50,"I","",4,"EA","2018-08-27"
"0500001919","0000000050","BX-1015","","USD",2691.00,2392.00,299.00,"I","",8,"EA","2018-08-27"
"0500001920","0000000010","BX-1013","","USD",3030.75,2694.00,336.75,"I","",6,"EA","2018-09-02"
"0500001920","0000000060","CB-1161","","USD",1795.50,1596.00,199.50,"I","",4,"EA","2018-09-02"
"0500001920","0000000070","RO-1001","","USD",5906.25,5250.00,656.25,"I","",10,"EA","2018-09-02"
"0500001920","0000000030","CC-1022","","USD",8100.00,7200.00,900.00,"I","",6,"EA","2018-09-02"
"0500001920","0000000020","EB-1131","","USD",1687.50,1500.00,187.50,"I","",1,"EA","2018-09-02"
"0500001920","0000000050","HB-1174","","USD",852.75,758.00,94.75,"I","",2,"EA","2018-09-02"
"0500001920","0000000040","EB-1136","","USD",56250.00,50000.00,6250.00,"I","",10,"EA","2018-09-02"
"0500001921","0000000010","RO-1002","","USD",3875.62,3445.00,430.62,"I","",5,"EA","2018-09-10"
"0500001921","0000000030","HB-1176","","USD",6744.37,5995.00,749.37,"I","",5,"EA","2018-09-10"
"0500001921","0000000020","CB-1161","","USD",3142.12,2793.00,349.12,"I","",7,"EA","2018-09-10"
"0500001921","0000000040","BX-1014","","USD",4494.37,3995.00,499.37,"I","",5,"EA","2018-09-10"
"0500001922","0000000010","CC-1021","","USD",12870.00,11440.00,1430.00,"I","",10,"EA","2018-09-05"
"0500001923","0000000010","EB-1135","","USD",6750.00,6000.00,750.00,"I","",2,"EA","2018-09-06"
"0500001923","0000000040","EB-1132","","USD",14962.50,13300.00,1662.50,"I","",7,"EA","2018-09-06"
"0500001923","0000000030","MB-1031","","USD",6571.12,5841.00,730.12,"I","",9,"EA","2018-09-06"
"0500001923","0000000020","CC-1023","","USD",3062.25,2722.00,340.25,"I","",2,"EA","2018-09-06"
"0500001924","0000000010","RO-1003","","USD",5677.87,5047.00,630.87,"I","",7,"EA","2018-08-29"
"0500001924","0000000080","EB-1133","","USD",17718.75,15750.00,1968.75,"I","",7,"EA","2018-08-29"
"0500001924","0000000040","BX-1011","","USD",3361.50,2988.00,373.50,"I","",12,"EA","2018-08-29"
"0500001924","0000000050","EB-1131","","USD",8437.50,7500.00,937.50,"I","",5,"EA","2018-08-29"
"0500001924","0000000070","RC-1052","","USD",40489.87,35991.00,4498.87,"I","",9,"EA","2018-08-29"
"0500001924","0000000020","DB-1083","","USD",13488.75,11990.00,1498.75,"I","",10,"EA","2018-08-29"
"0500001924","0000000030","DB-1082","","USD",15468.75,13750.00,1718.75,"I","",11,"EA","2018-08-29"
"0500001924","0000000060","BX-1015","","USD",4036.50,3588.00,448.50,"I","",12,"EA","2018-08-29"
"0500001925","0000000010","DB-1081","","USD",11804.62,10493.00,1311.62,"I","",7,"EA","2018-08-28"
"0500001926","0000000010","HB-1171","","USD",9436.50,8388.00,1048.50,"I","",12,"EA","2018-09-03"
"0500001926","0000000020","CC-1023","","USD",15311.25,13610.00,1701.25,"I","",10,"EA","2018-09-03"
"0500001927","0000000010","RO-1001","","USD",5906.25,5250.00,656.25,"I","",10,"EA","2018-09-09"
"0500001927","0000000040","CB-1162","","USD",450.00,400.00,50.00,"I","",1,"EA","2018-09-09"
"0500001927","0000000030","HB-1176","","USD",5395.50,4796.00,599.50,"I","",4,"EA","2018-09-09"
"0500001927","0000000090","HB-1172","","USD",7191.00,6392.00,799.00,"I","",8,"EA","2018-09-09"
"0500001927","0000000050","HB-1175","","USD",12136.50,10788.00,1348.50,"I","",12,"EA","2018-09-09"
"0500001927","0000000020","EB-1133","","USD",22781.25,20250.00,2531.25,"I","",9,"EA","2018-09-09"
"0500001927","0000000060","CC-1022","","USD",10800.00,9600.00,1200.00,"I","",8,"EA","2018-09-09"
"0500001927","0000000070","EB-1134","","USD",21600.00,19200.00,2400.00,"I","",4,"EA","2018-09-09"
"0500001927","0000000080","RC-1055","","USD",2248.87,1999.00,249.87,"I","",1,"EA","2018-09-09"
"0500001928","0000000010","EB-1132","","USD",19237.50,17100.00,2137.50,"I","",9,"EA","2018-09-03"
"0500001928","0000000090","HB-1173","","USD",6571.12,5841.00,730.12,"I","",9,"EA","2018-09-03"
"0500001928","0000000100","HB-1176","","USD",4046.62,3597.00,449.62,"I","",3,"EA","2018-09-03"
"0500001928","0000000080","EB-1133","","USD",5062.50,4500.00,562.50,"I","",2,"EA","2018-09-03"
"0500001928","0000000030","RO-1002","","USD",8526.37,7579.00,947.37,"I","",11,"EA","2018-09-03"
"0500001928","0000000040","BX-1016","","USD",4306.50,3828.00,478.50,"I","",12,"EA","2018-09-03"
"0500001928","0000000070","EB-1136","","USD",33750.00,30000.00,3750.00,"I","",6,"EA","2018-09-03"
"0500001928","0000000050","HB-1174","","USD",4690.12,4169.00,521.12,"I","",11,"EA","2018-09-03"
"0500001928","0000000020","BX-1012","","USD",4488.75,3990.00,498.75,"I","",10,"EA","2018-09-03"
"0500001928","0000000060","DB-1082","","USD",2812.50,2500.00,312.50,"I","",2,"EA","2018-09-03"
"0500001929","0000000010","CC-1021","","USD",12870.00,11440.00,1430.00,"I","",10,"EA","2018-09-10"
"0500001929","0000000020","HB-1172","","USD",5393.25,4794.00,599.25,"I","",6,"EA","2018-09-10"
"0500001929","0000000030","RO-1001","","USD",1771.87,1575.00,196.87,"I","",3,"EA","2018-09-10"
"0500001929","0000000040","EB-1134","","USD",43200.00,38400.00,4800.00,"I","",8,"EA","2018-09-10"
"0500001930","0000000010","EB-1133","","USD",25312.50,22500.00,2812.50,"I","",10,"EA","2018-09-12"
"0500001930","0000000030","HB-1173","","USD",2190.37,1947.00,243.37,"I","",3,"EA","2018-09-12"
"0500001930","0000000020","MB-1031","","USD",5110.87,4543.00,567.87,"I","",7,"EA","2018-09-12"
"0500001930","0000000040","BX-1012","","USD",448.87,399.00,49.87,"I","",1,"EA","2018-09-12"
"0500001931","0000000010","MB-1032","","USD",16075.12,14289.00,1786.12,"I","",11,"EA","2018-09-08"
"0500001931","0000000050","CB-1162","","USD",4500.00,4000.00,500.00,"I","",10,"EA","2018-09-08"
"0500001931","0000000040","CC-1023","","USD",7655.62,6805.00,850.62,"I","",5,"EA","2018-09-08"
"0500001931","0000000020","MB-1033","","USD",40489.87,35991.00,4498.87,"I","",9,"EA","2018-09-08"
"0500001931","0000000030","CC-1021","","USD",10296.00,9152.00,1144.00,"I","",8,"EA","2018-09-08"
"0500001931","0000000060","RC-1056","","USD",8434.12,7497.00,937.12,"I","",3,"EA","2018-09-08"
"0500001932","0000000010","DB-1081","","USD",11804.62,10493.00,1311.62,"I","",7,"EA","2018-09-05"
"0500001932","0000000040","BX-1013","","USD",1515.37,1347.00,168.37,"I","",3,"EA","2018-09-05"
"0500001932","0000000080","MB-1032","","USD",17536.50,15588.00,1948.50,"I","",12,"EA","2018-09-05"
"0500001932","0000000030","RC-1053","","USD",5173.87,4599.00,574.87,"I","",1,"EA","2018-09-05"
"0500001932","0000000050","HB-1172","","USD",1797.75,1598.00,199.75,"I","",2,"EA","2018-09-05"
"0500001932","0000000060","BX-1011","","USD",560.25,498.00,62.25,"I","",2,"EA","2018-09-05"
"0500001932","0000000020","BX-1016","","USD",2871.00,2552.00,319.00,"I","",8,"EA","2018-09-05"
"0500001932","0000000070","RC-1056","","USD",25302.37,22491.00,2811.37,"I","",9,"EA","2018-09-05"
"0500001933","0000000010","RC-1053","","USD",36217.12,32193.00,4024.12,"I","",7,"EA","2018-09-10"
"0500001933","0000000080","HB-1173","","USD",2190.37,1947.00,243.37,"I","",3,"EA","2018-09-10"
"0500001933","0000000060","HB-1176","","USD",16186.50,14388.00,1798.50,"I","",12,"EA","2018-09-10"
"0500001933","0000000020","RC-1057","","USD",39367.12,34993.00,4374.12,"I","",7,"EA","2018-09-10"
"0500001933","0000000040","CC-1023","","USD",13780.12,12249.00,1531.12,"I","",9,"EA","2018-09-10"
"0500001933","0000000030","RC-1054","","USD",61863.75,54990.00,6873.75,"I","",10,"EA","2018-09-10"
"0500001933","0000000090","CB-1163","","USD",3564.00,3168.00,396.00,"I","",11,"EA","2018-09-10"
"0500001933","0000000070","HB-1171","","USD",7863.75,6990.00,873.75,"I","",10,"EA","2018-09-10"
"0500001933","0000000050","DB-1083","","USD",16186.50,14388.00,1798.50,"I","",12,"EA","2018-09-10"
"0500001934","0000000010","RC-1055","","USD",2248.87,1999.00,249.87,"I","",1,"EA","2018-09-03"
"0500001934","0000000020","HB-1176","","USD",10791.00,9592.00,1199.00,"I","",8,"EA","2018-09-03"
"0500001935","0000000010","BX-1014","","USD",898.87,799.00,99.87,"I","",1,"EA","2018-09-03"
"0500001935","0000000040","MB-1034","","USD",16868.25,14994.00,1874.25,"I","",6,"EA","2018-09-03"
"0500001935","0000000020","EB-1133","","USD",27843.75,24750.00,3093.75,"I","",11,"EA","2018-09-03"
"0500001935","0000000030","HB-1174","","USD",4263.75,3790.00,473.75,"I","",10,"EA","2018-09-03"
"0500001936","0000000010","RC-1051","","USD",25302.37,22491.00,2811.37,"I","",9,"EA","2018-09-04"
"0500001937","0000000010","HB-1175","","USD",2022.75,1798.00,224.75,"I","",2,"EA","2018-09-14"
"0500001937","0000000020","DB-1082","","USD",8437.50,7500.00,937.50,"I","",6,"EA","2018-09-14"
"0500001938","0000000010","EB-1137","","USD",62212.50,55300.00,6912.50,"I","",7,"EA","2018-09-17"
"0500001938","0000000030","EB-1132","","USD",14962.50,13300.00,1662.50,"I","",7,"EA","2018-09-17"
"0500001938","0000000060","BX-1013","","USD",2525.62,2245.00,280.62,"I","",5,"EA","2018-09-17"
"0500001938","0000000080","MB-1032","","USD",2922.75,2598.00,324.75,"I","",2,"EA","2018-09-17"
"0500001938","0000000040","EB-1133","","USD",5062.50,4500.00,562.50,"I","",2,"EA","2018-09-17"
"0500001938","0000000050","MB-1033","","USD",53986.50,47988.00,5998.50,"I","",12,"EA","2018-09-17"
"0500001938","0000000020","BX-1016","","USD",1794.37,1595.00,199.37,"I","",5,"EA","2018-09-17"
"0500001938","0000000100","CC-1021","","USD",12870.00,11440.00,1430.00,"I","",10,"EA","2018-09-17"
"0500001938","0000000070","RC-1052","","USD",13496.62,11997.00,1499.62,"I","",3,"EA","2018-09-17"
"0500001938","0000000090","RC-1055","","USD",15742.12,13993.00,1749.12,"I","",7,"EA","2018-09-17"
"0500001939","0000000010","CB-1163","","USD",1296.00,1152.00,144.00,"I","",4,"EA","2018-09-05"
"0500001939","0000000080","EB-1132","","USD",8550.00,7600.00,950.00,"I","",4,"EA","2018-09-05"
"0500001939","0000000070","HB-1173","","USD",8761.50,7788.00,973.50,"I","",12,"EA","2018-09-05"
"0500001939","0000000050","MB-1034","","USD",16868.25,14994.00,1874.25,"I","",6,"EA","2018-09-05"
"0500001939","0000000020","HB-1175","","USD",5056.87,4495.00,561.87,"I","",5,"EA","2018-09-05"
"0500001939","0000000060","RC-1057","","USD",22495.50,19996.00,2499.50,"I","",4,"EA","2018-09-05"
"0500001939","0000000040","EB-1133","","USD",7593.75,6750.00,843.75,"I","",3,"EA","2018-09-05"
"0500001939","0000000030","RC-1056","","USD",22491.00,19992.00,2499.00,"I","",8,"EA","2018-09-05"
"0500001940","0000000010","RO-1003","","USD",8111.25,7210.00,901.25,"I","",10,"EA","2018-09-17"
"0500001940","0000000020","BX-1013","","USD",3535.87,3143.00,392.87,"I","",7,"EA","2018-09-17"
"0500001940","0000000030","EB-1133","","USD",30375.00,27000.00,3375.00,"I","",12,"EA","2018-09-17"
"0500001941","0000000010","EB-1131","","USD",6750.00,6000.00,750.00,"I","",4,"EA","2018-09-11"
"0500001941","0000000020","BX-1011","","USD",2521.12,2241.00,280.12,"I","",9,"EA","2018-09-11"
"0500001941","0000000040","HB-1174","","USD",2558.25,2274.00,284.25,"I","",6,"EA","2018-09-11"
"0500001941","0000000030","EB-1136","","USD",61875.00,55000.00,6875.00,"I","",11,"EA","2018-09-11"
"0500001942","0000000010","CC-1021","","USD",7722.00,6864.00,858.00,"I","",6,"EA","2018-09-20"
"0500001942","0000000050","EB-1132","","USD",19237.50,17100.00,2137.50,"I","",9,"EA","2018-09-20"
"0500001942","0000000070","BX-1013","","USD",2525.62,2245.00,280.62,"I","",5,"EA","2018-09-20"
"0500001942","0000000030","RO-1002","","USD",7751.25,6890.00,861.25,"I","",10,"EA","2018-09-20"
"0500001942","0000000080","EB-1137","","USD",8887.50,7900.00,987.50,"I","",1,"EA","2018-09-20"
"0500001942","0000000040","CB-1161","","USD",2244.37,1995.00,249.37,"I","",5,"EA","2018-09-20"
"0500001942","0000000060","BX-1011","","USD",1680.75,1494.00,186.75,"I","",6,"EA","2018-09-20"
"0500001942","0000000020","RC-1055","","USD",6746.62,5997.00,749.62,"I","",3,"EA","2018-09-20"
"0500001943","0000000010","RC-1057","","USD",33743.25,29994.00,3749.25,"I","",6,"EA","2018-09-10"
"0500001944","0000000010","EB-1137","","USD",71100.00,63200.00,7900.00,"I","",8,"EA","2018-09-11"
"0500001944","0000000090","HB-1173","","USD",3650.62,3245.00,405.62,"I","",5,"EA","2018-09-11"
"0500001944","0000000040","HB-1176","","USD",13488.75,11990.00,1498.75,"I","",10,"EA","2018-09-11"
"0500001944","0000000050","MB-1032","","USD",1461.37,1299.00,162.37,"I","",1,"EA","2018-09-11"
"0500001944","0000000070","CB-1161","","USD",4488.75,3990.00,498.75,"I","",10,"EA","2018-09-11"
"0500001944","0000000030","RC-1056","","USD",28113.75,24990.00,3123.75,"I","",10,"EA","2018-09-11"
"0500001944","0000000060","EB-1131","","USD",5062.50,4500.00,562.50,"I","",3,"EA","2018-09-11"
"0500001944","0000000020","HB-1171","","USD",4718.25,4194.00,524.25,"I","",6,"EA","2018-09-11"
"0500001944","0000000080","BX-1015","","USD",1345.50,1196.00,149.50,"I","",4,"EA","2018-09-11"
"0500001945","0000000010","HB-1171","","USD",3931.87,3495.00,436.87,"I","",5,"EA","2018-09-24"
"0500001945","0000000020","BX-1014","","USD",8089.87,7191.00,898.87,"I","",9,"EA","2018-09-24"
"0500001946","0000000010","RC-1052","","USD",35991.00,31992.00,3999.00,"I","",8,"EA","2018-09-10"
"0500001946","0000000040","HB-1176","","USD",14837.62,13189.00,1648.62,"I","",11,"EA","2018-09-10"
"0500001946","0000000070","CB-1162","","USD",4500.00,4000.00,500.00,"I","",10,"EA","2018-09-10"
"0500001946","0000000060","HB-1172","","USD",1797.75,1598.00,199.75,"I","",2,"EA","2018-09-10"
"0500001946","0000000080","MB-1031","","USD",3650.62,3245.00,405.62,"I","",5,"EA","2018-09-10"
"0500001946","0000000020","RC-1054","","USD",37118.25,32994.00,4124.25,"I","",6,"EA","2018-09-10"
"0500001946","0000000050","CC-1022","","USD",5400.00,4800.00,600.00,"I","",4,"EA","2018-09-10"
"0500001946","0000000030","EB-1134","","USD",5400.00,4800.00,600.00,"I","",1,"EA","2018-09-10"
"0500001946","0000000090","RO-1003","","USD",811.12,721.00,90.12,"I","",1,"EA","2018-09-10"
"0500001947","0000000010","CC-1022","","USD",14850.00,13200.00,1650.00,"I","",11,"EA","2018-09-18"
"0500001947","0000000020","DB-1083","","USD",12139.87,10791.00,1348.87,"I","",9,"EA","2018-09-18"
"0500001948","0000000010","CC-1022","","USD",13500.00,12000.00,1500.00,"I","",10,"EA","2018-09-20"
"0500001948","0000000030","EB-1132","","USD",25650.00,22800.00,2850.00,"I","",12,"EA","2018-09-20"
"0500001948","0000000060","HB-1173","","USD",8031.37,7139.00,892.37,"I","",11,"EA","2018-09-20"
"0500001948","0000000040","HB-1176","","USD",16186.50,14388.00,1798.50,"I","",12,"EA","2018-09-20"
"0500001948","0000000100","RO-1002","","USD",4650.75,4134.00,516.75,"I","",6,"EA","2018-09-20"
"0500001948","0000000080","EB-1133","","USD",22781.25,20250.00,2531.25,"I","",9,"EA","2018-09-20"
"0500001948","0000000090","MB-1033","","USD",35991.00,31992.00,3999.00,"I","",8,"EA","2018-09-20"
"0500001948","0000000020","CB-1161","","USD",4937.62,4389.00,548.62,"I","",11,"EA","2018-09-20"
"0500001948","0000000070","EB-1134","","USD",10800.00,9600.00,1200.00,"I","",2,"EA","2018-09-20"
"0500001948","0000000050","DB-1082","","USD",14062.50,12500.00,1562.50,"I","",10,"EA","2018-09-20"
"0500001949","0000000010","BX-1013","","USD",5556.37,4939.00,617.37,"I","",11,"EA","2018-09-25"
"0500001949","0000000030","MB-1032","","USD",7306.87,6495.00,811.87,"I","",5,"EA","2018-09-25"
"0500001949","0000000100","RC-1053","","USD",5173.87,4599.00,574.87,"I","",1,"EA","2018-09-25"
"0500001949","0000000090","MB-1031","","USD",1460.25,1298.00,162.25,"I","",2,"EA","2018-09-25"
"0500001949","0000000020","MB-1034","","USD",28113.75,24990.00,3123.75,"I","",10,"EA","2018-09-25"
"0500001949","0000000070","RO-1002","","USD",8526.37,7579.00,947.37,"I","",11,"EA","2018-09-25"
"0500001949","0000000080","CC-1022","","USD",1350.00,1200.00,150.00,"I","",1,"EA","2018-09-25"
"0500001949","0000000040","RO-1001","","USD",5906.25,5250.00,656.25,"I","",10,"EA","2018-09-25"
"0500001949","0000000060","DB-1082","","USD",5625.00,5000.00,625.00,"I","",4,"EA","2018-09-25"
"0500001949","0000000050","EB-1135","","USD",13500.00,12000.00,1500.00,"I","",4,"EA","2018-09-25"
"0500001950","0000000010","BX-1012","","USD",3591.00,3192.00,399.00,"I","",8,"EA","2018-09-24"
"0500001950","0000000040","HB-1173","","USD",8031.37,7139.00,892.37,"I","",11,"EA","2018-09-24"
"0500001950","0000000020","MB-1034","","USD",22491.00,19992.00,2499.00,"I","",8,"EA","2018-09-24"
"0500001950","0000000030","RO-1002","","USD",3100.50,2756.00,344.50,"I","",4,"EA","2018-09-24"
"0500001951","0000000010","RC-1051","","USD",11245.50,9996.00,1249.50,"I","",4,"EA","2018-09-14"
"0500001951","0000000040","MB-1031","","USD",5841.00,5192.00,649.00,"I","",8,"EA","2018-09-14"
"0500001951","0000000050","HB-1176","","USD",12139.87,10791.00,1348.87,"I","",9,"EA","2018-09-14"
"0500001951","0000000060","BX-1014","","USD",2696.62,2397.00,299.62,"I","",3,"EA","2018-09-14"
"0500001951","0000000020","RC-1052","","USD",8997.75,7998.00,999.75,"I","",2,"EA","2018-09-14"
"0500001951","0000000030","EB-1136","","USD",22500.00,20000.00,2500.00,"I","",4,"EA","2018-09-14"
"0500001952","0000000010","EB-1132","","USD",6412.50,5700.00,712.50,"I","",3,"EA","2018-09-28"
"0500001952","0000000020","EB-1136","","USD",11250.00,10000.00,1250.00,"I","",2,"EA","2018-09-28"
"0500001952","0000000030","DB-1082","","USD",11250.00,10000.00,1250.00,"I","",8,"EA","2018-09-28"
"0500001953","0000000010","RO-1001","","USD",2362.50,2100.00,262.50,"I","",4,"EA","2018-09-23"
"0500001953","0000000040","BX-1014","","USD",5393.25,4794.00,599.25,"I","",6,"EA","2018-09-23"
"0500001953","0000000020","EB-1136","","USD",45000.00,40000.00,5000.00,"I","",8,"EA","2018-09-23"
"0500001953","0000000030","BX-1012","","USD",2244.37,1995.00,249.37,"I","",5,"EA","2018-09-23"
"0500001954","0000000010","BX-1014","","USD",1797.75,1598.00,199.75,"I","",2,"EA","2018-09-16"
"0500001954","0000000060","BX-1013","","USD",5051.25,4490.00,561.25,"I","",10,"EA","2018-09-16"
"0500001954","0000000020","RC-1057","","USD",39367.12,34993.00,4374.12,"I","",7,"EA","2018-09-16"
"0500001954","0000000040","CC-1023","","USD",16842.37,14971.00,1871.37,"I","",11,"EA","2018-09-16"
"0500001954","0000000050","BX-1012","","USD",2693.25,2394.00,299.25,"I","",6,"EA","2018-09-16"
"0500001954","0000000030","DB-1081","","USD",8431.87,7495.00,936.87,"I","",5,"EA","2018-09-16"
"0500001955","0000000010","BX-1013","","USD",5556.37,4939.00,617.37,"I","",11,"EA","2018-09-30"
"0500001955","0000000020","CB-1161","","USD",3591.00,3192.00,399.00,"I","",8,"EA","2018-09-30"
"0500001956","0000000010","DB-1083","","USD",14837.62,13189.00,1648.62,"I","",11,"EA","2018-09-21"
"0500001956","0000000020","EB-1133","","USD",17718.75,15750.00,1968.75,"I","",7,"EA","2018-09-21"
"0500001957","0000000010","CC-1021","","USD",7722.00,6864.00,858.00,"I","",6,"EA","2018-09-27"
"0500001957","0000000050","RC-1053","","USD",56912.62,50589.00,6323.62,"I","",11,"EA","2018-09-27"
"0500001957","0000000030","RC-1051","","USD",33736.50,29988.00,3748.50,"I","",12,"EA","2018-09-27"
"0500001957","0000000060","MB-1033","","USD",4498.87,3999.00,499.87,"I","",1,"EA","2018-09-27"
"0500001957","0000000040","EB-1131","","USD",20250.00,18000.00,2250.00,"I","",12,"EA","2018-09-27"
"0500001957","0000000020","RC-1056","","USD",8434.12,7497.00,937.12,"I","",3,"EA","2018-09-27"
"0500001958","0000000010","RC-1052","","USD",35991.00,31992.00,3999.00,"I","",8,"EA","2018-09-17"
"0500001958","0000000070","EB-1132","","USD",6412.50,5700.00,712.50,"I","",3,"EA","2018-09-17"
"0500001958","0000000030","MB-1031","","USD",2920.50,2596.00,324.50,"I","",4,"EA","2018-09-17"
"0500001958","0000000090","MB-1033","","USD",49487.62,43989.00,5498.62,"I","",11,"EA","2018-09-17"
"0500001958","0000000040","CB-1163","","USD",1296.00,1152.00,144.00,"I","",4,"EA","2018-09-17"
"0500001958","0000000100","CB-1161","","USD",4488.75,3990.00,498.75,"I","",10,"EA","2018-09-17"
"0500001958","0000000050","BX-1016","","USD",2871.00,2552.00,319.00,"I","",8,"EA","2018-09-17"
"0500001958","0000000020","RC-1056","","USD",19679.62,17493.00,2186.62,"I","",7,"EA","2018-09-17"
"0500001958","0000000080","HB-1171","","USD",1572.75,1398.00,174.75,"I","",2,"EA","2018-09-17"
"0500001958","0000000060","BX-1015","","USD",672.75,598.00,74.75,"I","",2,"EA","2018-09-17"
"0500001959","0000000010","BX-1016","","USD",1435.50,1276.00,159.50,"I","",4,"EA","2018-09-24"
"0500001959","0000000020","EB-1132","","USD",23512.50,20900.00,2612.50,"I","",11,"EA","2018-09-24"
"0500001959","0000000050","BX-1013","","USD",5051.25,4490.00,561.25,"I","",10,"EA","2018-09-24"
"0500001959","0000000060","MB-1033","","USD",17995.50,15996.00,1999.50,"I","",4,"EA","2018-09-24"
"0500001959","0000000040","CB-1161","","USD",2244.37,1995.00,249.37,"I","",5,"EA","2018-09-24"
"0500001959","0000000070","BX-1014","","USD",1797.75,1598.00,199.75,"I","",2,"EA","2018-09-24"
"0500001959","0000000030","EB-1134","","USD",10800.00,9600.00,1200.00,"I","",2,"EA","2018-09-24"
"0500001959","0000000080","BX-1012","","USD",3591.00,3192.00,399.00,"I","",8,"EA","2018-09-24"
"0500001960","0000000010","HB-1171","","USD",9436.50,8388.00,1048.50,"I","",12,"EA","2018-09-24"
"0500001960","0000000030","BX-1013","","USD",6061.50,5388.00,673.50,"I","",12,"EA","2018-09-24"
"0500001960","0000000050","EB-1133","","USD",17718.75,15750.00,1968.75,"I","",7,"EA","2018-09-24"
"0500001960","0000000020","CC-1022","","USD",9450.00,8400.00,1050.00,"I","",7,"EA","2018-09-24"
"0500001960","0000000040","BX-1016","","USD",717.75,638.00,79.75,"I","",2,"EA","2018-09-24"
"0500001961","0000000010","EB-1133","","USD",10125.00,9000.00,1125.00,"I","",4,"EA","2018-09-30"
"0500001961","0000000040","CC-1022","","USD",8100.00,7200.00,900.00,"I","",6,"EA","2018-09-30"
"0500001961","0000000020","RC-1052","","USD",13496.62,11997.00,1499.62,"I","",3,"EA","2018-09-30"
"0500001961","0000000030","EB-1135","","USD",30375.00,27000.00,3375.00,"I","",9,"EA","2018-09-30"
